,DATATYPE,CNT,TIME,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,LEYEX,LEYEY,LEYEZ,LPUPILD,LPUPILV,REYEX,REYEY,REYEZ,RPUPILD,RPUPILV,BKID,BKDUR,BKPMIN,USER
414,SMP,3442,62.41689,0.56418,0.49878,9.64538,0.80278,1,0.85574,0.58642,10.22255,0.80278,1,0.00461,-0.00111,0.51269,0.00326,1,0.04511,-0.00842,0.49636,0.00341,1,0,0.00000,19,0
416,SMP,3443,62.42427,0.56403,0.49858,9.77720,0.80278,1,0.85562,0.58620,10.43343,0.80278,1,0.00461,-0.00111,0.51269,0.00315,1,0.04511,-0.00842,0.49636,0.00329,1,0,0.00000,19,0
417,SMP,3444,62.44029,0.56424,0.49814,9.42954,0.80278,1,0.85567,0.58601,10.21316,0.80278,1,0.00461,-0.00111,0.51269,0.00319,1,0.04511,-0.00842,0.49636,0.00327,1,0,0.00000,19,0
418,SMP,3445,62.4585,0.56417,0.49792,9.30491,0.80278,1,0.85569,0.58604,10.24384,0.80278,1,0.00461,-0.00111,0.51269,0.00315,1,0.04511,-0.00842,0.49636,0.00327,1,0,0.00000,19,0
420,SMP,3446,62.47742,0.56400,0.49723,9.44627,0.80278,1,0.85584,0.58559,9.88035,0.80278,1,0.00461,-0.00111,0.51269,0.00321,1,0.04511,-0.00842,0.49636,0.00331,1,0,0.00000,19,0
421,SMP,3447,62.49055,0.56408,0.49745,9.34846,0.80278,1,0.85567,0.58543,10.59295,0.80278,1,0.00461,-0.00111,0.51269,0.00331,1,0.04511,-0.00842,0.49636,0.00314,1,0,0.00000,19,0
422,SMP,3448,62.51318,0.56388,0.49680,9.55146,0.80278,1,0.85561,0.58511,10.51061,0.80278,1,0.00461,-0.00111,0.51269,0.00324,1,0.04511,-0.00842,0.49636,0.00325,1,0,0.00000,19,0
423,SMP,3449,62.52294,0.56352,0.49639,9.76109,0.80278,1,0.85532,0.58512,9.89949,0.80278,1,0.00461,-0.00111,0.51269,0.00319,1,0.04511,-0.00842,0.49636,0.00331,1,0,0.00000,19,0
425,SMP,3450,62.5387,0.56360,0.49652,9.79454,0.80278,1,0.85514,0.58472,10.08209,0.80278,1,0.00461,-0.00111,0.51269,0.00314,1,0.04511,-0.00842,0.49636,0.00326,1,0,0.00000,19,0
426,SMP,3451,62.55942,0.56313,0.49591,9.87402,0.80278,1,0.85505,0.58460,10.21667,0.80278,1,0.00461,-0.00111,0.51269,0.00316,1,0.04511,-0.00842,0.49636,0.00334,1,0,0.00000,19,0
427,SMP,3452,62.57207,0.56288,0.49579,9.24413,0.80278,1,0.85474,0.58428,9.91794,0.80278,1,0.00461,-0.00111,0.51269,0.00315,1,0.04511,-0.00842,0.49636,0.00320,1,0,0.00000,19,0
428,SMP,3453,62.59909,0.56276,0.49623,9.48224,0.80278,1,0.85427,0.58416,10.40704,0.80278,1,0.00461,-0.00111,0.51269,0.00321,1,0.04511,-0.00842,0.49636,0.00328,1,0,0.00000,19,0
429,SMP,3454,62.60846,0.56228,0.49567,9.53780,0.80278,1,0.85429,0.58410,10.37789,0.80278,1,0.00461,-0.00111,0.51269,0.00317,1,0.04511,-0.00842,0.49636,0.00329,1,0,0.00000,19,0
430,SMP,3455,62.62098,0.56207,0.49550,9.36236,0.80278,1,0.85392,0.58397,9.84723,0.80278,1,0.00461,-0.00111,0.51269,0.00324,1,0.04511,-0.00842,0.49636,0.00320,1,0,0.00000,19,0
431,SMP,3456,62.63758,0.56187,0.49565,9.76835,0.80278,1,0.85354,0.58366,10.10240,0.80278,1,0.00461,-0.00111,0.51269,0.00322,1,0.04511,-0.00842,0.49636,0.00328,1,0,0.00000,19,0
432,SMP,3457,62.65942,0.56153,0.49521,9.66205,0.80278,1,0.85354,0.58366,10.10240,0.80278,1,0.00461,-0.00111,0.51269,0.00324,1,0.04511,-0.00842,0.49636,0.00328,1,0,0.00000,19,0
433,SMP,3458,62.67241,0.56121,0.49496,9.44149,0.80278,1,0.85287,0.58336,10.22453,0.80278,1,0.00461,-0.00111,0.51269,0.00316,1,0.04511,-0.00842,0.49636,0.00318,1,0,0.00000,19,0
434,SMP,3459,62.70613,0.56100,0.49517,9.58454,0.80278,1,0.85252,0.58343,10.57623,0.80278,1,0.00461,-0.00111,0.51269,0.00317,1,0.04511,-0.00842,0.49636,0.00326,1,0,0.00000,19,0
435,SMP,3460,62.71369,0.56026,0.49487,9.65979,0.80278,1,0.85239,0.58323,9.73601,0.80278,1,0.00461,-0.00111,0.51269,0.00316,1,0.04511,-0.00842,0.49636,0.00325,1,0,0.00000,19,0
436,SMP,3461,62.72646,0.55987,0.49474,9.35629,0.80278,1,0.85186,0.58285,10.06981,0.80278,1,0.00461,-0.00111,0.51269,0.00310,1,0.04511,-0.00842,0.49636,0.00323,1,0,0.00000,19,0
437,SMP,3462,62.76355,0.55963,0.49434,9.41485,0.80278,1,0.85148,0.58306,10.76313,0.80278,1,0.00461,-0.00111,0.51269,0.00324,1,0.04511,-0.00842,0.49636,0.00328,1,0,0.00000,19,0
439,SMP,3463,62.77254,0.55885,0.49387,9.30041,0.80278,1,0.85148,0.58313,9.81804,0.80278,1,0.00461,-0.00111,0.51269,0.00317,1,0.04511,-0.00842,0.49636,0.00345,1,0,0.00000,19,0
440,SMP,3464,62.79201,0.55843,0.49444,9.12845,0.80278,1,0.85106,0.58251,10.21667,0.80278,1,0.00461,-0.00111,0.51269,0.00319,1,0.04511,-0.00842,0.49636,0.00334,1,0,0.00000,19,0
442,SMP,3465,62.79552,0.55830,0.49413,9.25791,0.80278,1,0.85037,0.58202,10.65081,0.80278,1,0.00461,-0.00111,0.51269,0.00303,1,0.04511,-0.00842,0.49636,0.00325,1,0,0.00000,19,0
443,SMP,3466,62.80639,0.55747,0.49352,9.37852,0.80278,1,0.85023,0.58206,10.23294,0.80278,1,0.00461,-0.00111,0.51269,0.00306,1,0.04511,-0.00842,0.49636,0.00329,1,0,0.00000,19,0
444,SMP,3467,62.82156,0.55733,0.49335,9.14674,0.80278,1,0.85010,0.58155,10.18648,0.80278,1,0.00461,-0.00111,0.51269,0.00307,1,0.04511,-0.00842,0.49636,0.00324,1,0,0.00000,19,0
446,SMP,3468,62.85909,0.55712,0.49317,9.52960,0.80278,1,0.84994,0.58140,10.21447,0.80278,1,0.00461,-0.00111,0.51269,0.00312,1,0.04511,-0.00842,0.49636,0.00331,1,0,0.00000,19,0
447,SMP,3469,62.87007,0.55632,0.49261,9.60463,0.80278,1,0.84969,0.58142,9.75155,0.80278,1,0.00461,-0.00111,0.51269,0.00311,1,0.04511,-0.00842,0.49636,0.00330,1,0,0.00000,19,0
449,SMP,3470,62.89654,0.55615,0.49246,9.39667,0.80278,1,0.84914,0.58089,10.16166,0.80278,1,0.00461,-0.00111,0.51269,0.00299,1,0.04511,-0.00842,0.49636,0.00326,1,0,0.00000,19,0
450,SMP,3471,62.90825,0.55600,0.49245,9.55844,0.80278,1,0.84916,0.58091,10.15257,0.80278,1,0.00461,-0.00111,0.51269,0.00304,1,0.04511,-0.00842,0.49636,0.00324,1,0,0.00000,19,0
451,SMP,3472,62.91108,0.55577,0.49236,9.12845,0.80278,1,0.84882,0.58098,10.76313,0.80278,1,0.00461,-0.00111,0.51269,0.00318,1,0.04511,-0.00842,0.49636,0.00326,1,0,0.00000,19,0
452,SMP,3473,62.9257,0.55569,0.49214,9.26953,0.80278,1,0.84877,0.58100,9.94534,0.80278,1,0.00461,-0.00111,0.51269,0.00309,1,0.04511,-0.00842,0.49636,0.00342,1,0,0.00000,19,0
453,SMP,3474,62.93666,0.55539,0.49198,9.76773,0.80278,1,0.84872,0.58107,10.21915,0.80278,1,0.00461,-0.00111,0.51269,0.00308,1,0.04511,-0.00842,0.49636,0.00330,1,0,0.00000,19,0
455,SMP,3475,62.94955,0.55522,0.49257,9.22797,0.80278,1,0.84878,0.58099,10.34078,0.80278,1,0.00461,-0.00111,0.51269,0.00315,1,0.04511,-0.00842,0.49636,0.00330,1,0,0.00000,19,0
457,SMP,3476,62.96605,0.55510,0.49282,9.54344,0.80278,1,0.84809,0.58143,10.21915,0.80278,1,0.00461,-0.00111,0.51269,0.00310,1,0.04511,-0.00842,0.49636,0.00330,1,0,0.00000,19,0
459,SMP,3477,62.98767,0.55478,0.49253,9.62118,0.80278,1,0.84809,0.58143,10.21915,0.80278,1,0.00461,-0.00111,0.51269,0.00307,1,0.04511,-0.00842,0.49636,0.00330,1,0,0.00000,19,0
460,SMP,3478,62.99932,0.55451,0.49291,9.43550,0.80278,1,0.84809,0.58143,10.21915,0.80278,1,0.00461,-0.00111,0.51269,0.00315,1,0.04511,-0.00842,0.49636,0.00330,1,0,0.00000,19,0
461,SMP,3479,63.01914,0.55435,0.49298,9.45532,0.80278,1,0.84781,0.58157,10.21779,0.80278,1,0.00461,-0.00111,0.51269,0.00314,1,0.04511,-0.00842,0.49636,0.00332,1,0,0.00000,19,0
462,SMP,3480,63.04082,0.55441,0.49317,9.68976,0.80278,1,0.84776,0.58143,10.49261,0.80278,1,0.00461,-0.00111,0.51269,0.00309,1,0.04511,-0.00842,0.49636,0.00342,1,0,0.00000,19,0
463,SMP,3481,63.08882,0.55398,0.49290,9.28631,0.80278,1,0.84746,0.58144,10.00849,0.80278,1,0.00461,-0.00111,0.51269,0.00329,1,0.04511,-0.00842,0.49636,0.00343,1,0,0.00000,19,0
464,SMP,3482,63.09377,0.55380,0.49262,9.25064,0.80278,1,0.84744,0.58141,10.27888,0.80278,1,0.00461,-0.00111,0.51269,0.00314,1,0.04511,-0.00842,0.49636,0.00336,1,0,0.00000,19,0
465,SMP,3483,63.09801,0.55364,0.49305,9.62422,0.80278,1,0.84727,0.58164,10.49292,0.80278,1,0.00461,-0.00111,0.51269,0.00314,1,0.04511,-0.00842,0.49636,0.00339,1,0,0.00000,19,0
467,SMP,3484,63.10688,0.55350,0.49297,9.78643,0.80278,1,0.84727,0.58120,10.65043,0.80278,1,0.00461,-0.00111,0.51269,0.00314,1,0.04511,-0.00842,0.49636,0.00333,1,0,0.00000,19,0
468,SMP,3485,63.12376,0.55339,0.49302,9.56914,0.80278,1,0.84714,0.58148,10.58298,0.80278,1,0.00461,-0.00111,0.51269,0.00318,1,0.04511,-0.00842,0.49636,0.00327,1,0,0.00000,19,0
469,SMP,3486,63.13153,0.55363,0.49311,9.63482,0.80278,1,0.84744,0.58176,10.07340,0.80278,1,0.00461,-0.00111,0.51269,0.00323,1,0.04511,-0.00842,0.49636,0.00341,1,0,0.00000,19,0
470,SMP,3487,63.14705,0.55468,0.49336,9.35824,0.80278,1,0.84762,0.58141,10.43258,0.80278,1,0.00461,-0.00111,0.51269,0.00323,1,0.04511,-0.00842,0.49636,0.00337,1,0,0.00000,19,0
472,SMP,3488,63.16555,0.55588,0.49364,9.74937,0.80278,1,0.84891,0.58250,10.66053,0.80278,1,0.00461,-0.00111,0.51269,0.00331,1,0.04511,-0.00842,0.49636,0.00347,1,0,0.00000,19,0
473,SMP,3489,63.17955,0.55589,0.49362,9.76045,0.80278,1,0.84920,0.58193,10.61155,0.80278,1,0.00461,-0.00111,0.51269,0.00331,1,0.04511,-0.00842,0.49636,0.00338,1,0,0.00000,19,0
474,SMP,3490,63.19601,0.55663,0.49322,10.08221,0.80278,1,0.84939,0.58220,10.70307,0.80278,1,0.00461,-0.00111,0.51269,0.00325,1,0.04511,-0.00842,0.49636,0.00342,1,0,0.00000,19,0
476,SMP,3491,63.21381,0.55687,0.49282,9.71723,0.80278,1,0.84939,0.58220,10.71246,0.80278,1,0.00461,-0.00111,0.51269,0.00335,1,0.04511,-0.00842,0.49636,0.00344,1,0,0.00000,19,0
477,SMP,3492,63.22873,0.55681,0.49312,9.63080,0.80278,1,0.84935,0.58208,10.70234,0.80278,1,0.00461,-0.00111,0.51269,0.00329,1,0.04511,-0.00842,0.49636,0.00342,1,0,0.00000,19,0
478,SMP,3493,63.24516,0.55718,0.49375,9.71888,0.80278,1,0.84936,0.58214,10.71153,0.80278,1,0.00461,-0.00111,0.51269,0.00328,1,0.04511,-0.00842,0.49636,0.00341,1,0,0.00000,19,0
479,SMP,3494,63.26424,0.55742,0.49351,9.85606,0.80278,1,0.84986,0.58252,10.13633,0.80278,1,0.00461,-0.00111,0.51269,0.00329,1,0.04511,-0.00842,0.49636,0.00358,1,0,0.00000,19,0
480,SMP,3495,63.27812,0.55764,0.49365,9.90811,0.80278,1,0.85008,0.58247,10.64372,0.80278,1,0.00461,-0.00111,0.51269,0.00337,1,0.04511,-0.00842,0.49636,0.00348,1,0,0.00000,19,0
481,SMP,3496,63.29459,0.55827,0.49368,10.39592,0.80278,1,0.85022,0.58263,10.54926,0.80278,1,0.00461,-0.00111,0.51269,0.00327,1,0.04511,-0.00842,0.49636,0.00343,1,0,0.00000,19,0
482,SMP,3497,63.31253,0.55838,0.49392,10.05255,0.80278,1,0.85030,0.58310,10.79435,0.80278,1,0.00461,-0.00111,0.51269,0.00323,1,0.04511,-0.00842,0.49636,0.00355,1,0,0.00000,19,0
483,SMP,3498,63.33374,0.55860,0.49399,9.62828,0.80278,1,0.85083,0.58326,11.19147,0.80278,1,0.00461,-0.00111,0.51269,0.00329,1,0.04511,-0.00842,0.49636,0.00346,1,0,0.00000,19,0
484,SMP,3499,63.34761,0.55942,0.49417,9.76866,0.80278,1,0.85085,0.58380,10.95362,0.80278,1,0.00461,-0.00111,0.51269,0.00346,1,0.04511,-0.00842,0.49636,0.00355,1,0,0.00000,19,0
485,SMP,3500,63.36405,0.56005,0.49471,10.01718,0.80278,1,0.85120,0.58381,10.42911,0.80278,1,0.00461,-0.00111,0.51269,0.00328,1,0.04511,-0.00842,0.49636,0.00348,1,0,0.00000,19,0
486,SMP,3501,63.37672,0.56030,0.49462,10.13316,0.80278,1,0.85169,0.58407,10.73732,0.80278,1,0.00461,-0.00111,0.51269,0.00336,1,0.04511,-0.00842,0.49636,0.00357,1,0,0.00000,19,0
487,SMP,3502,63.39319,0.56116,0.49509,9.94741,0.80278,1,0.85188,0.58439,10.81606,0.80278,1,0.00461,-0.00111,0.51269,0.00349,1,0.04511,-0.00842,0.49636,0.00361,1,0,0.00000,19,0
488,SMP,3503,63.41441,0.56156,0.49509,9.94134,0.80278,1,0.85255,0.58448,10.90896,0.80278,1,0.00461,-0.00111,0.51269,0.00342,1,0.04511,-0.00842,0.49636,0.00354,1,0,0.00000,19,0
489,SMP,3504,63.42613,0.56185,0.49476,10.22255,0.80278,1,0.85265,0.58447,10.51538,0.80278,1,0.00461,-0.00111,0.51269,0.00341,1,0.04511,-0.00842,0.49636,0.00352,1,0,0.00000,19,0
490,SMP,3505,63.44297,0.56264,0.49537,10.01682,0.80278,1,0.85278,0.58439,10.74324,0.80278,1,0.00461,-0.00111,0.51269,0.00337,1,0.04511,-0.00842,0.49636,0.00354,1,0,0.00000,19,0
491,SMP,3506,63.45882,0.56333,0.49497,10.10307,0.80278,1,0.85333,0.58433,10.65358,0.80278,1,0.00461,-0.00111,0.51269,0.00339,1,0.04511,-0.00842,0.49636,0.00353,1,0,0.00000,19,0
492,SMP,3507,63.47518,0.56363,0.49443,9.85474,0.80278,1,0.85374,0.58430,11.04760,0.80278,1,0.00461,-0.00111,0.51269,0.00349,1,0.04511,-0.00842,0.49636,0.00360,1,0,0.00000,19,0
493,SMP,3508,63.4916,0.56449,0.49477,10.18229,0.80278,1,0.85391,0.58439,10.83668,0.80278,1,0.00461,-0.00111,0.51269,0.00344,1,0.04511,-0.00842,0.49636,0.00362,1,0,0.00000,19,0
494,SMP,3509,63.50816,0.56490,0.49408,10.13241,0.80278,1,0.85470,0.58435,10.49367,0.80278,1,0.00461,-0.00111,0.51269,0.00340,1,0.04511,-0.00842,0.49636,0.00365,1,0,0.00000,19,0
495,SMP,3510,63.52446,0.56584,0.49480,10.21099,0.80278,1,0.85547,0.58451,10.59168,0.80278,1,0.00461,-0.00111,0.51269,0.00342,1,0.04511,-0.00842,0.49636,0.00354,1,0,0.00000,19,0
496,SMP,3511,63.54094,0.56771,0.49479,9.78032,0.80278,1,0.85583,0.58456,11.03102,0.80278,1,0.00461,-0.00111,0.51269,0.00366,1,0.04511,-0.00842,0.49636,0.00350,1,0,0.00000,19,0
497,SMP,3512,63.55729,0.56941,0.49529,10.11761,0.80278,1,0.85785,0.58586,10.36944,0.80278,1,0.00461,-0.00111,0.51269,0.00347,1,0.04511,-0.00842,0.49636,0.00361,1,0,0.00000,19,0
498,SMP,3513,63.57371,0.56978,0.49491,10.25638,0.80278,1,0.85800,0.58570,11.04535,0.80278,1,0.00461,-0.00111,0.51269,0.00346,1,0.04511,-0.00842,0.49636,0.00344,1,0,0.00000,19,0
499,SMP,3514,63.59024,0.57082,0.49548,10.09348,0.80278,1,0.85826,0.58585,10.84922,0.80278,1,0.00461,-0.00111,0.51269,0.00356,1,0.04511,-0.00842,0.49636,0.00344,1,0,0.00000,19,0
500,SMP,3515,63.6066,0.57115,0.49511,9.98838,0.80278,1,0.85912,0.58624,10.57781,0.80278,1,0.00461,-0.00111,0.51269,0.00360,1,0.04511,-0.00842,0.49636,0.00351,1,0,0.00000,19,0
501,SMP,3516,63.62314,0.57129,0.49526,10.23382,0.80278,1,0.85938,0.58655,10.39934,0.80278,1,0.00461,-0.00111,0.51269,0.00361,1,0.04511,-0.00842,0.49636,0.00361,1,0,0.00000,19,0
502,SMP,3517,63.63948,0.57145,0.49559,10.20078,0.80278,1,0.85945,0.58651,10.56008,0.80278,1,0.00461,-0.00111,0.51269,0.00350,1,0.04511,-0.00842,0.49636,0.00358,1,0,0.00000,19,0
503,SMP,3518,63.656,0.57172,0.49589,9.86361,0.80278,1,0.85949,0.58685,10.72463,0.80278,1,0.00461,-0.00111,0.51269,0.00352,1,0.04511,-0.00842,0.49636,0.00345,1,0,0.00000,19,0
504,SMP,3519,63.67257,0.57177,0.49598,9.87321,0.80278,1,0.85970,0.58691,10.84163,0.80278,1,0.00461,-0.00111,0.51269,0.00355,1,0.04511,-0.00842,0.49636,0.00366,1,0,0.00000,19,0
505,SMP,3520,63.6888,0.57209,0.49622,10.52371,0.80278,1,0.85975,0.58698,10.83474,0.80278,1,0.00461,-0.00111,0.51269,0.00352,1,0.04511,-0.00842,0.49636,0.00368,1,0,0.00000,19,0
506,SMP,3521,63.70526,0.57194,0.49632,9.86389,0.80278,1,0.86018,0.58675,10.42731,0.80278,1,0.00461,-0.00111,0.51269,0.00351,1,0.04511,-0.00842,0.49636,0.00357,1,0,0.00000,19,0
507,SMP,3522,63.72348,0.57220,0.49611,10.18093,0.80278,1,0.86018,0.58679,10.36860,0.80278,1,0.00461,-0.00111,0.51269,0.00354,1,0.04511,-0.00842,0.49636,0.00361,1,0,0.00000,19,0
508,SMP,3523,63.738,0.57233,0.49635,10.28338,0.80278,1,0.86018,0.58679,10.36860,0.80278,1,0.00461,-0.00111,0.51269,0.00359,1,0.04511,-0.00842,0.49636,0.00361,1,0,0.00000,19,0
509,SMP,3524,63.75446,0.57249,0.49659,9.98753,0.80278,1,0.86068,0.58706,10.77048,0.80278,1,0.00461,-0.00111,0.51269,0.00358,1,0.04511,-0.00842,0.49636,0.00351,1,0,0.00000,19,0
510,SMP,3525,63.77242,0.57283,0.49675,10.58019,0.80278,1,0.86085,0.58713,10.56714,0.80278,1,0.00461,-0.00111,0.51269,0.00356,1,0.04511,-0.00842,0.49636,0.00359,1,0,0.00000,19,0
511,SMP,3526,63.78741,0.57324,0.49697,10.10677,0.80278,1,0.86100,0.58743,10.53823,0.80278,1,0.00753,-0.00071,0.54300,0.00362,1,0.04511,-0.00842,0.49636,0.00371,1,0,0.00000,19,0
512,SMP,3527,63.80386,0.57376,0.49724,10.42294,0.80278,1,0.86140,0.58760,10.07435,0.80278,1,0.00753,-0.00071,0.54300,0.00359,1,0.04511,-0.00842,0.49636,0.00365,1,0,0.00000,19,0
513,SMP,3528,63.82029,0.57371,0.49711,10.20008,0.80278,1,0.86188,0.58805,10.44641,0.80278,1,0.00753,-0.00071,0.54300,0.00364,1,0.04511,-0.00842,0.49636,0.00354,1,0,0.00000,19,0
514,SMP,3529,63.83669,0.57418,0.49687,10.51230,0.80278,1,0.86184,0.58795,10.36944,0.80278,1,0.00753,-0.00071,0.54300,0.00360,1,0.04511,-0.00842,0.49636,0.00361,1,0,0.00000,19,0
515,SMP,3530,63.85314,0.57466,0.49654,10.36860,0.80278,1,0.86231,0.58762,10.30676,0.80278,1,0.00753,-0.00071,0.54300,0.00361,1,0.04511,-0.00842,0.49636,0.00347,1,0,0.00000,19,0
516,SMP,3531,63.86946,0.57479,0.49658,10.58409,0.80278,1,0.86251,0.58762,10.56399,0.80278,1,0.00753,-0.00071,0.54300,0.00359,1,0.04511,-0.00842,0.49636,0.00351,1,0,0.00000,19,0
517,SMP,3532,63.88588,0.57532,0.49622,10.27132,0.79788,1,0.86257,0.58787,10.44261,0.79322,1,0.00753,-0.00071,0.54300,0.00364,1,0.04511,-0.00842,0.49636,0.00362,1,0,0.00000,19,0
518,SMP,3533,63.90231,0.57530,0.49625,10.33261,0.78833,1,0.86282,0.58730,10.46280,0.78366,1,0.00753,-0.00071,0.54300,0.00363,1,0.04511,-0.00842,0.49636,0.00350,1,0,0.00000,19,0
519,SMP,3534,63.92877,0.57546,0.49648,10.47703,0.77877,1,0.86303,0.58750,10.60407,0.77411,1,0.00753,-0.00071,0.54300,0.00377,1,0.04511,-0.00842,0.49636,0.00360,1,0,0.00000,19,0
520,SMP,3535,63.94351,0.57580,0.49615,10.47069,0.77411,1,0.86319,0.58772,10.42333,0.77411,1,0.00753,-0.00071,0.54300,0.00371,1,0.04511,-0.00842,0.49636,0.00353,1,0,0.00000,19,0
521,SMP,3536,63.95417,0.57575,0.49622,10.40134,0.77900,1,0.86329,0.58787,10.36698,0.78366,1,0.00753,-0.00071,0.54300,0.00371,1,0.04511,-0.00842,0.49636,0.00348,1,0,0.00000,19,0
522,SMP,3537,63.97281,0.57594,0.49642,10.28234,0.78856,1,0.86328,0.58799,10.15530,0.79322,1,0.00753,-0.00071,0.54300,0.00369,1,0.04511,-0.00842,0.49636,0.00356,1,0,0.00000,19,0
523,SMP,3538,63.98466,0.57575,0.49594,10.55572,0.79812,1,0.86328,0.58799,10.15530,0.80278,1,0.00753,-0.00071,0.54300,0.00361,1,0.04511,-0.00842,0.49636,0.00356,1,0,0.00000,19,0
524,SMP,3539,64.00094,0.57548,0.49572,10.10958,0.80278,1,0.86300,0.58779,10.51359,0.80278,1,0.00753,-0.00071,0.54300,0.00358,1,0.04511,-0.00842,0.49636,0.00366,1,0,0.00000,19,0
525,SMP,3540,64.01741,0.57561,0.49617,10.17128,0.80278,1,0.86315,0.58803,10.34729,0.80278,1,0.00753,-0.00071,0.54300,0.00372,1,0.04511,-0.00842,0.49636,0.00360,1,0,0.00000,19,0
526,SMP,3541,64.03437,0.57545,0.49597,9.96218,0.80278,1,0.86324,0.58778,10.46178,0.80278,1,0.00786,-0.00051,0.54495,0.00367,1,0.04511,-0.00842,0.49636,0.00364,1,0,0.00000,19,0
527,SMP,3542,64.05028,0.57516,0.49636,10.33471,0.80278,1,0.86269,0.58836,10.64372,0.80278,1,0.00786,-0.00051,0.54495,0.00357,1,0.04511,-0.00842,0.49636,0.00353,1,0,0.00000,19,0
528,SMP,3543,64.06682,0.57522,0.49613,10.29212,0.80278,1,0.86251,0.58803,10.49723,0.80278,1,0.00786,-0.00051,0.54495,0.00366,1,0.04511,-0.00842,0.49636,0.00353,1,0,0.00000,19,0
529,SMP,3544,64.08314,0.57512,0.49656,9.98838,0.79343,1,0.86251,0.58803,10.49723,0.78453,1,0.00733,-0.00048,0.51440,0.00361,1,0.04511,-0.00842,0.49636,0.00353,1,0,0.00000,19,0
530,SMP,3545,64.09953,0.57478,0.49601,10.18526,0.77519,1,0.86212,0.58691,10.49069,0.76629,1,0.00733,-0.00048,0.51440,0.00348,1,0.04511,-0.00842,0.49636,0.00354,1,0,0.00000,19,0
531,SMP,3546,64.11583,0.57431,0.49582,10.13030,0.75694,1,0.86183,0.58694,10.15917,0.74804,1,0.00733,-0.00048,0.51440,0.00367,1,0.04511,-0.00842,0.49636,0.00323,1,0,0.00000,19,0
532,SMP,3547,64.13235,0.57360,0.49456,10.27048,0.73870,1,0.86160,0.58700,10.69800,0.72980,1,0.00733,-0.00048,0.51440,0.00360,1,0.04511,-0.00842,0.49636,0.00322,1,0,0.00000,19,0
533,SMP,3548,64.1487,0.57248,0.49422,10.71549,0.72980,1,0.86069,0.58574,10.36993,0.72980,1,0.00733,-0.00048,0.51440,0.00356,1,0.04511,-0.00842,0.49636,0.00327,1,0,0.00000,19,0
534,SMP,3549,64.16515,0.57215,0.49340,10.09348,0.72980,1,0.85963,0.58482,10.80516,0.72980,1,0.00733,-0.00048,0.51440,0.00356,1,0.04511,-0.00842,0.49636,0.00333,1,0,0.00000,19,0
535,SMP,3550,64.18169,0.57062,0.49329,10.01682,0.72980,1,0.85961,0.58484,10.75044,0.72980,1,0.00733,-0.00048,0.51440,0.00338,1,0.04511,-0.00842,0.49636,0.00332,1,0,0.00000,19,0
536,SMP,3551,64.20007,0.56984,0.49269,10.23590,0.72980,1,0.85785,0.58381,10.42911,0.72980,1,0.00733,-0.00048,0.51440,0.00344,1,0.04511,-0.00842,0.49636,0.00352,1,0,0.00000,19,0
537,SMP,3552,64.21455,0.56984,0.49271,10.27807,0.72980,1,0.85795,0.58390,10.58887,0.72980,1,0.00733,-0.00048,0.51440,0.00342,1,0.04511,-0.00842,0.49636,0.00352,1,0,0.00000,19,0
538,SMP,3553,64.23102,0.56935,0.49284,10.03105,0.72980,1,0.85779,0.58397,10.42719,0.72980,1,0.00733,-0.00048,0.51440,0.00337,1,0.04511,-0.00842,0.49636,0.00345,1,0,0.00000,19,0
539,SMP,3554,64.24781,0.56963,0.49248,10.11321,0.72980,1,0.85849,0.58445,10.15412,0.72980,1,0.00733,-0.00048,0.51440,0.00337,1,0.04511,-0.00842,0.49636,0.00341,1,0,0.00000,19,0
540,SMP,3555,64.26385,0.56984,0.49274,10.29085,0.72980,1,0.85850,0.58424,10.61856,0.72980,1,0.00733,-0.00048,0.51440,0.00342,1,0.04511,-0.00842,0.49636,0.00336,1,0,0.00000,19,0
541,SMP,3556,64.28024,0.57005,0.49255,9.82619,0.72980,1,0.85860,0.58437,10.71158,0.72980,1,0.00733,-0.00048,0.51440,0.00346,1,0.04511,-0.00842,0.49636,0.00340,1,0,0.00000,19,0
542,SMP,3557,64.29666,0.57031,0.49263,10.02007,0.72980,1,0.85869,0.58567,10.20940,0.72980,1,0.00733,-0.00048,0.51440,0.00323,1,0.04511,-0.00842,0.49636,0.00298,1,0,0.00000,19,0
543,SMP,3558,64.31312,0.57031,0.49263,10.02007,0.72980,0,0.85869,0.58567,10.20940,0.72980,0,0.00733,-0.00048,0.51440,0.00323,1,0.04511,-0.00842,0.49636,0.00298,1,0,0.00000,19,0
544,SMP,3559,64.32941,0.57031,0.49263,10.02007,0.72980,0,0.85869,0.58567,10.20940,0.72980,0,0.00733,-0.00048,0.51440,0.00323,1,0.04511,-0.00842,0.49636,0.00298,1,0,0.00000,19,0
545,SMP,3560,64.34595,0.57031,0.49263,10.02007,0.72980,0,0.85869,0.58567,10.20940,0.72980,0,0.00733,-0.00048,0.51440,0.00323,1,0.04511,-0.00842,0.49636,0.00298,1,20,0.00000,19,BLINK 500
546,SMP,3561,64.36234,0.57031,0.49263,10.02007,0.72980,0,0.85869,0.58567,10.20940,0.72980,0,0.00733,-0.00048,0.51440,0.00323,1,0.04511,-0.00842,0.49636,0.00298,1,20,0.00000,19,BLINK 500
