,DATATYPE,CNT,TIME,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,LEYEX,LEYEY,LEYEZ,LPUPILD,LPUPILV,REYEX,REYEY,REYEZ,RPUPILD,RPUPILV,BKID,BKDUR,BKPMIN,USER
92,SMP,3133,57.34677,0.57532,0.48531,10.67828,1.67191,1,0.86012,0.57543,11.57874,1.65015,1,0.01024,-0.00006,0.65795,0.00416,1,0.02710,-0.00230,0.61262,0.00421,1,0,0.00000,17,0
94,SMP,3134,57.36003,0.57527,0.48495,10.61244,1.62731,1,0.86049,0.57553,10.87119,1.60556,1,0.01024,-0.00006,0.65795,0.00421,1,0.02710,-0.00230,0.61262,0.00421,1,0,0.00000,17,0
95,SMP,3135,57.3627,0.57534,0.48475,10.52647,1.60556,1,0.86016,0.57477,10.99624,1.60556,1,0.01024,-0.00006,0.65795,0.00416,1,0.02710,-0.00230,0.61262,0.00412,1,0,0.00000,17,0
97,SMP,3136,57.36633,0.57539,0.48465,10.76887,1.60556,1,0.86037,0.57520,11.16107,1.60556,1,0.01024,-0.00006,0.65795,0.00409,1,0.02710,-0.00230,0.61262,0.00425,1,0,0.00000,17,0
98,SMP,3137,57.38027,0.57541,0.48476,10.69365,1.60556,1,0.86037,0.57520,11.16107,1.60556,1,0.01024,-0.00006,0.65795,0.00417,1,0.02710,-0.00230,0.61262,0.00425,1,0,0.00000,17,0
100,SMP,3138,57.38182,0.57554,0.48457,10.38744,1.60556,1,0.86041,0.57509,10.93928,1.60556,1,0.01024,-0.00006,0.65795,0.00418,1,0.02710,-0.00230,0.61262,0.00409,1,0,0.00000,17,0
101,SMP,3139,57.38329,0.57528,0.48470,10.88038,1.60556,1,0.86052,0.57545,10.88316,1.60556,1,0.01024,-0.00006,0.65795,0.00414,1,0.02710,-0.00230,0.61262,0.00423,1,0,0.00000,17,0
103,SMP,3140,57.38488,0.57538,0.48561,10.55183,1.60556,1,0.86040,0.57708,11.85867,1.60556,1,0.01024,-0.00006,0.65795,0.00411,1,0.02710,-0.00230,0.61262,0.00426,1,0,0.00000,17,0
104,SMP,3141,57.38675,0.57556,0.48637,11.08536,1.60556,1,0.86022,0.57704,11.45038,1.60556,1,0.01024,-0.00006,0.65795,0.00416,1,0.02710,-0.00230,0.61262,0.00432,1,0,0.00000,17,0
105,SMP,3142,57.39658,0.57589,0.48645,10.76267,1.60556,1,0.86069,0.57773,11.69940,1.60556,1,0.01024,-0.00006,0.65795,0.00417,1,0.02710,-0.00230,0.61262,0.00436,1,0,0.00000,17,0
106,SMP,3143,57.41353,0.57605,0.48679,10.85558,1.60556,1,0.86073,0.57792,11.58463,1.60556,1,0.01024,-0.00006,0.65795,0.00428,1,0.02710,-0.00230,0.61262,0.00429,1,0,0.00000,17,0
108,SMP,3144,57.42951,0.57612,0.48662,11.05817,1.60556,1,0.86063,0.57798,11.80714,1.60556,1,0.01024,-0.00006,0.65795,0.00425,1,0.02710,-0.00230,0.61262,0.00426,1,0,0.00000,17,0
110,SMP,3145,57.44594,0.57653,0.48709,11.06381,1.60556,1,0.86107,0.57861,11.46655,1.60556,1,0.01024,-0.00006,0.65795,0.00416,1,0.02710,-0.00230,0.61262,0.00435,1,0,0.00000,17,0
111,SMP,3146,57.46226,0.57659,0.48698,10.92773,1.60556,1,0.86118,0.57910,11.10131,1.60556,1,0.01024,-0.00006,0.65795,0.00418,1,0.02710,-0.00230,0.61262,0.00455,1,0,0.00000,17,0
113,SMP,3147,57.4803,0.57675,0.48681,11.11509,1.60556,1,0.86130,0.57894,11.33312,1.60556,1,0.01024,-0.00006,0.65795,0.00428,1,0.02710,-0.00230,0.61262,0.00452,1,0,0.00000,17,0
114,SMP,3148,57.49604,0.57705,0.48722,11.27336,1.60556,1,0.86138,0.57943,11.25384,1.60556,1,0.01024,-0.00006,0.65795,0.00430,1,0.02710,-0.00230,0.61262,0.00458,1,0,0.00000,17,0
115,SMP,3149,57.51593,0.57696,0.48730,11.15639,1.60556,1,0.86157,0.57918,11.52152,1.60556,1,0.01024,-0.00006,0.65795,0.00424,1,0.02710,-0.00230,0.61262,0.00458,1,0,0.00000,17,0
116,SMP,3150,57.55974,0.57717,0.48760,11.31225,1.60556,1,0.86140,0.57944,11.19762,1.60556,1,0.01024,-0.00006,0.65795,0.00420,1,0.02710,-0.00230,0.61262,0.00460,1,0,0.00000,17,0
117,SMP,3151,57.57209,0.57692,0.48798,10.75305,1.60556,1,0.86154,0.57938,11.59481,1.60556,1,0.01024,-0.00006,0.65795,0.00436,1,0.02710,-0.00230,0.61262,0.00424,1,0,0.00000,17,0
118,SMP,3152,57.57426,0.57707,0.48840,10.88448,1.60556,1,0.86153,0.57965,11.45228,1.60556,1,0.01024,-0.00006,0.65795,0.00434,1,0.02710,-0.00230,0.61262,0.00440,1,0,0.00000,17,0
119,SMP,3153,57.58945,0.57711,0.48841,10.99458,1.60556,1,0.86150,0.57984,11.52592,1.60556,1,0.01024,-0.00006,0.65795,0.00420,1,0.02710,-0.00230,0.61262,0.00432,1,0,0.00000,17,0
120,SMP,3154,57.59383,0.57732,0.48889,10.73312,1.60556,1,0.86180,0.58039,11.40217,1.60556,1,0.01024,-0.00006,0.65795,0.00428,1,0.02710,-0.00230,0.61262,0.00431,1,0,0.00000,17,0
121,SMP,3155,57.61015,0.57739,0.48913,10.83212,1.60556,1,0.86169,0.58106,11.77415,1.60556,1,0.01024,-0.00006,0.65795,0.00418,1,0.02710,-0.00230,0.61262,0.00437,1,0,0.00000,17,0
122,SMP,3156,57.62662,0.57742,0.48949,10.80019,1.60556,1,0.86169,0.58106,11.77415,1.60556,1,0.01024,-0.00006,0.65795,0.00440,1,0.02710,-0.00230,0.61262,0.00437,1,0,0.00000,17,0
123,SMP,3157,57.64322,0.57749,0.48968,10.98993,1.60556,1,0.86221,0.58164,11.36155,1.60556,1,0.01024,-0.00006,0.65795,0.00429,1,0.02710,-0.00230,0.61262,0.00437,1,0,0.00000,17,0
124,SMP,3158,57.65942,0.57742,0.48965,10.83504,1.60556,1,0.86221,0.58164,11.36155,1.60556,1,0.01024,-0.00006,0.65795,0.00431,1,0.02710,-0.00230,0.61262,0.00436,1,0,0.00000,17,0
125,SMP,3159,57.67597,0.57742,0.48965,10.83504,1.60556,1,0.86221,0.58164,11.36155,1.60556,1,0.01024,-0.00006,0.65795,0.00431,1,0.02710,-0.00230,0.61262,0.00436,1,0,0.00000,17,0
126,SMP,3160,57.69226,0.57754,0.49002,10.69018,1.60556,1,0.86236,0.58165,11.05305,1.60556,1,0.01024,-0.00006,0.65795,0.00425,1,0.02710,-0.00230,0.61262,0.00443,1,0,0.00000,17,0
127,SMP,3161,57.71,0.57737,0.49023,10.98361,1.60556,1,0.86229,0.58174,11.20138,1.60556,1,0.01024,-0.00006,0.65795,0.00424,1,0.02710,-0.00230,0.61262,0.00440,1,0,0.00000,17,0
128,SMP,3162,57.72515,0.57735,0.49019,10.89386,1.60556,1,0.86229,0.58174,11.20138,1.60556,1,0.01024,-0.00006,0.65795,0.00418,1,0.02710,-0.00230,0.61262,0.00440,1,0,0.00000,17,0
129,SMP,3163,57.74356,0.57720,0.49042,10.48397,1.60556,1,0.86216,0.58157,11.23911,1.60556,1,0.01024,-0.00006,0.65795,0.00423,1,0.02710,-0.00230,0.61262,0.00438,1,0,0.00000,17,0
130,SMP,3164,57.75802,0.57703,0.49023,10.85188,1.60556,1,0.86211,0.58165,11.11580,1.60556,1,0.01024,-0.00006,0.65795,0.00412,1,0.02710,-0.00230,0.61262,0.00440,1,0,0.00000,17,0
131,SMP,3165,57.77454,0.57699,0.49043,10.86139,1.60556,1,0.86206,0.58189,11.19602,1.60556,1,0.01024,-0.00006,0.65795,0.00417,1,0.02710,-0.00230,0.61262,0.00428,1,0,0.00000,17,0
132,SMP,3166,57.7934,0.57685,0.49059,10.36723,1.60556,1,0.86174,0.58205,11.18386,1.60556,1,0.01024,-0.00006,0.65795,0.00430,1,0.02710,-0.00230,0.61262,0.00428,1,0,0.00000,17,0
133,SMP,3167,57.80731,0.57681,0.49056,10.49586,1.60556,1,0.86182,0.58219,11.21554,1.60556,1,0.01024,-0.00006,0.65795,0.00426,1,0.02710,-0.00230,0.61262,0.00432,1,0,0.00000,17,0
134,SMP,3168,57.82456,0.57678,0.49081,10.56779,1.60556,1,0.86175,0.58203,11.18581,1.60556,1,0.01024,-0.00006,0.65795,0.00414,1,0.02710,-0.00230,0.61262,0.00427,1,0,0.00000,17,0
135,SMP,3169,57.84116,0.57653,0.49085,10.50531,1.60556,1,0.86164,0.58215,11.30500,1.60556,1,0.01024,-0.00006,0.65795,0.00413,1,0.02710,-0.00230,0.61262,0.00419,1,0,0.00000,17,0
136,SMP,3170,57.85689,0.57658,0.49096,10.51892,1.60556,1,0.86164,0.58254,11.13178,1.60556,1,0.01024,-0.00006,0.65795,0.00416,1,0.02710,-0.00230,0.61262,0.00426,1,0,0.00000,17,0
137,SMP,3171,57.88303,0.57657,0.49111,10.63246,1.60556,1,0.86164,0.58254,11.13178,1.60556,1,0.01024,-0.00006,0.65795,0.00421,1,0.02710,-0.00230,0.61262,0.00426,1,0,0.00000,17,0
138,SMP,3172,57.88976,0.57658,0.49163,10.66627,1.60556,1,0.86164,0.58254,11.13178,1.60556,1,0.01024,-0.00006,0.65795,0.00399,1,0.02710,-0.00230,0.61262,0.00426,1,0,0.00000,17,0
139,SMP,3173,57.90664,0.57642,0.49162,10.60525,1.60556,1,0.86151,0.58225,11.39927,1.60556,1,0.01024,-0.00006,0.65795,0.00406,1,0.02710,-0.00230,0.61262,0.00426,1,0,0.00000,17,0
140,SMP,3174,57.92278,0.57643,0.49167,10.45734,1.60556,1,0.86151,0.58225,11.39927,1.60556,1,0.01024,-0.00006,0.65795,0.00407,1,0.02710,-0.00230,0.61262,0.00426,1,0,0.00000,17,0
141,SMP,3175,57.93926,0.57624,0.49162,10.40656,1.60556,1,0.86139,0.58278,11.19920,1.60556,1,0.01024,-0.00006,0.65795,0.00405,1,0.02710,-0.00230,0.61262,0.00419,1,0,0.00000,17,0
142,SMP,3176,57.95518,0.57616,0.49165,10.45743,1.60556,1,0.86134,0.58242,11.88683,1.60556,1,0.01024,-0.00006,0.65795,0.00404,1,0.02710,-0.00230,0.61262,0.00420,1,0,0.00000,17,0
143,SMP,3177,57.97552,0.57623,0.49166,10.59170,1.60556,1,0.86132,0.58255,11.95034,1.60556,1,0.01024,-0.00006,0.65795,0.00402,1,0.02710,-0.00230,0.61262,0.00416,1,0,0.00000,17,0
144,SMP,3178,57.98927,0.57628,0.49156,10.66880,1.60556,1,0.86141,0.58266,11.03316,1.60556,1,0.01024,-0.00006,0.65795,0.00404,1,0.02710,-0.00230,0.61262,0.00422,1,0,0.00000,17,0
145,SMP,3179,58.00444,0.57620,0.49144,10.79089,1.60556,1,0.86133,0.58239,11.08996,1.60556,1,0.01024,-0.00006,0.65795,0.00410,1,0.02710,-0.00230,0.61262,0.00419,1,0,0.00000,17,0
146,SMP,3180,58.02348,0.57608,0.49141,10.60336,1.60556,1,0.86130,0.58228,11.05720,1.60556,1,0.01024,-0.00006,0.65795,0.00410,1,0.02710,-0.00230,0.61262,0.00424,1,0,0.00000,17,0
147,SMP,3181,58.04037,0.57623,0.49160,10.86079,1.60556,1,0.86133,0.58239,11.08996,1.60556,1,0.01024,-0.00006,0.65795,0.00402,1,0.02710,-0.00230,0.61262,0.00419,1,0,0.00000,17,0
148,SMP,3182,58.05376,0.57624,0.49163,10.87317,1.60556,1,0.86127,0.58239,11.23181,1.60556,1,0.01024,-0.00006,0.65795,0.00403,1,0.02710,-0.00230,0.61262,0.00417,1,0,0.00000,17,0
149,SMP,3183,58.07014,0.57624,0.49163,10.87317,1.60556,1,0.86122,0.58237,11.34571,1.60556,1,0.01024,-0.00006,0.65795,0.00403,1,0.02710,-0.00230,0.61262,0.00417,1,0,0.00000,17,0
150,SMP,3184,58.0866,0.57608,0.49209,10.31290,1.60556,1,0.86110,0.58243,11.18335,1.60556,1,0.01024,-0.00006,0.65795,0.00394,1,0.02710,-0.00230,0.61262,0.00413,1,0,0.00000,17,0
151,SMP,3185,58.10317,0.57598,0.49204,10.44678,1.60556,1,0.86089,0.58271,11.18056,1.60556,1,0.01024,-0.00006,0.65795,0.00396,1,0.02710,-0.00230,0.61262,0.00425,1,0,0.00000,17,0
152,SMP,3186,58.11949,0.57604,0.49222,10.51375,1.60556,1,0.86100,0.58292,11.01585,1.60556,1,0.01024,-0.00006,0.65795,0.00389,1,0.02710,-0.00230,0.61262,0.00421,1,0,0.00000,17,0
153,SMP,3187,58.14133,0.57608,0.49254,10.31305,1.60556,1,0.86077,0.58297,11.22159,1.60556,1,0.01024,-0.00006,0.65795,0.00395,1,0.02710,-0.00230,0.61262,0.00412,1,0,0.00000,17,0
154,SMP,3188,58.15742,0.57595,0.49227,10.45302,1.60556,1,0.86071,0.58309,11.21091,1.60556,1,0.01024,-0.00006,0.65795,0.00400,1,0.02710,-0.00230,0.61262,0.00420,1,0,0.00000,17,0
155,SMP,3189,58.16899,0.57595,0.49227,10.45302,1.60556,1,0.86067,0.58315,11.12023,1.60556,1,0.01024,-0.00006,0.65795,0.00400,1,0.02710,-0.00230,0.61262,0.00421,1,0,0.00000,17,0
156,SMP,3190,58.18999,0.57573,0.49272,10.99350,1.60556,1,0.86052,0.58278,11.63443,1.60556,1,0.01024,-0.00006,0.65795,0.00389,1,0.02710,-0.00230,0.61262,0.00413,1,0,0.00000,17,0
157,SMP,3191,58.20395,0.57594,0.49274,10.38696,1.60556,1,0.86025,0.58285,11.85633,1.60556,1,0.01024,-0.00006,0.65795,0.00399,1,0.02710,-0.00230,0.61262,0.00425,1,0,0.00000,17,0
158,SMP,3192,58.21823,0.57595,0.49307,9.94839,1.60556,1,0.86025,0.58285,11.85633,1.60556,1,0.01024,-0.00006,0.65795,0.00400,1,0.02710,-0.00230,0.61262,0.00426,1,0,0.00000,17,0
159,SMP,3193,58.23467,0.57594,0.49388,10.36851,1.60556,1,0.86017,0.58373,11.56361,1.60556,1,0.01024,-0.00006,0.65795,0.00403,1,0.02710,-0.00230,0.61262,0.00423,1,0,0.00000,17,0
160,SMP,3194,58.25191,0.57582,0.49353,10.30864,1.60556,1,0.86015,0.58368,11.58873,1.60556,1,0.01024,-0.00006,0.65795,0.00393,1,0.02710,-0.00230,0.61262,0.00423,1,0,0.00000,17,0
161,SMP,3195,58.26738,0.57599,0.49406,10.39471,1.60556,1,0.86015,0.58368,11.58873,1.60556,1,0.01024,-0.00006,0.65795,0.00402,1,0.02710,-0.00230,0.61262,0.00423,1,0,0.00000,17,0
162,SMP,3196,58.28389,0.57600,0.49421,10.52022,1.60556,1,0.86031,0.58463,11.14257,1.60556,1,0.01024,-0.00006,0.65795,0.00396,1,0.02710,-0.00230,0.61262,0.00427,1,0,0.00000,17,0
163,SMP,3197,58.30182,0.57608,0.49463,10.31305,1.60556,1,0.86047,0.58482,11.39054,1.60556,1,0.01024,-0.00006,0.65795,0.00396,1,0.02710,-0.00230,0.61262,0.00430,1,0,0.00000,17,0
164,SMP,3198,58.31652,0.57613,0.49456,10.17539,1.60556,1,0.86027,0.58444,11.20650,1.60556,1,0.01024,-0.00006,0.65795,0.00399,1,0.02710,-0.00230,0.61262,0.00420,1,0,0.00000,17,0
165,SMP,3199,58.35312,0.57608,0.49463,10.31305,1.60556,1,0.86031,0.58470,11.24563,1.60556,1,0.01024,-0.00006,0.65795,0.00396,1,0.02710,-0.00230,0.61262,0.00421,1,0,0.00000,17,0
166,SMP,3200,58.35916,0.57608,0.49463,10.31305,1.60556,1,0.86031,0.58463,11.13178,1.60556,1,0.01024,-0.00006,0.65795,0.00396,1,0.02710,-0.00230,0.61262,0.00427,1,0,0.00000,17,0
167,SMP,3201,58.39642,0.57587,0.49444,10.23680,1.55812,1,0.86031,0.58463,11.13178,1.51293,1,0.01024,-0.00006,0.65795,0.00408,1,0.02710,-0.00230,0.61262,0.00427,1,0,0.00000,17,0
168,SMP,3202,58.40099,0.57567,0.49422,9.97784,1.46549,1,0.86026,0.58404,11.57475,1.42030,1,0.01024,-0.00006,0.65795,0.00391,1,0.02710,-0.00230,0.61262,0.00422,1,0,0.00000,17,0
169,SMP,3203,58.40266,0.57545,0.49470,10.36984,1.37286,1,0.86018,0.58380,11.51490,1.32767,1,0.01024,-0.00006,0.65795,0.00396,1,0.02710,-0.00230,0.61262,0.00433,1,0,0.00000,17,0
170,SMP,3204,58.41544,0.57521,0.49429,10.46092,1.28023,1,0.86024,0.58416,11.33341,1.23504,1,0.01024,-0.00006,0.65795,0.00393,1,0.02710,-0.00230,0.61262,0.00419,1,0,0.00000,17,0
171,SMP,3205,58.43478,0.57523,0.49438,10.27529,1.23504,1,0.85985,0.58386,10.87439,1.23504,1,0.01024,-0.00006,0.65795,0.00402,1,0.02710,-0.00230,0.61262,0.00434,1,0,0.00000,17,0
172,SMP,3206,58.44795,0.57516,0.49423,10.31894,1.23504,1,0.85989,0.58391,10.83140,1.23504,1,0.01024,-0.00006,0.65795,0.00395,1,0.02710,-0.00230,0.61262,0.00433,1,0,0.00000,17,0
173,SMP,3207,58.46451,0.57519,0.49426,10.30141,1.24822,1,0.85992,0.58390,10.75601,1.26077,1,0.01024,-0.00006,0.65795,0.00394,1,0.02710,-0.00230,0.61262,0.00435,1,0,0.00000,17,0
174,SMP,3208,58.48814,0.57512,0.49444,9.93520,1.27395,1,0.85981,0.58422,10.92098,1.28650,1,0.01024,-0.00006,0.65795,0.00397,1,0.02710,-0.00230,0.61262,0.00427,1,0,0.00000,17,0
175,SMP,3209,58.49805,0.57507,0.49454,9.93933,1.29968,1,0.85982,0.58409,10.93931,1.31223,1,0.01024,-0.00006,0.65795,0.00404,1,0.02710,-0.00230,0.61262,0.00436,1,0,0.00000,17,0
176,SMP,3210,58.51431,0.57497,0.49453,9.84793,1.32541,1,0.85980,0.58430,10.99708,1.33796,1,0.01024,-0.00006,0.65795,0.00408,1,0.02710,-0.00230,0.61262,0.00424,1,0,0.00000,17,0
177,SMP,3211,58.53379,0.57480,0.49456,10.17539,1.33796,1,0.85950,0.58415,11.08347,1.33796,1,0.01024,-0.00006,0.65795,0.00398,1,0.02710,-0.00230,0.61262,0.00426,1,0,0.00000,17,0
178,SMP,3212,58.54772,0.57475,0.49463,10.31305,1.33796,1,0.85937,0.58381,11.33669,1.33796,1,0.01024,-0.00006,0.65795,0.00396,1,0.02710,-0.00230,0.61262,0.00413,1,0,0.00000,17,0
179,SMP,3213,58.56536,0.57447,0.49479,10.10135,1.33796,1,0.85931,0.58369,11.28271,1.33796,1,0.01024,-0.00006,0.65795,0.00402,1,0.02710,-0.00230,0.61262,0.00411,1,0,0.00000,17,0
180,SMP,3214,58.57947,0.57413,0.49483,10.23022,1.33796,1,0.85899,0.58422,11.33243,1.33796,1,0.01024,-0.00006,0.65795,0.00389,1,0.02710,-0.00230,0.61262,0.00410,1,0,0.00000,17,0
181,SMP,3215,58.59608,0.57405,0.49524,10.01421,1.33796,1,0.85877,0.58392,11.73140,1.33796,1,0.01024,-0.00006,0.65795,0.00397,1,0.02710,-0.00230,0.61262,0.00414,1,0,0.00000,17,0
182,SMP,3216,58.61234,0.57375,0.49525,10.34528,1.33796,1,0.85856,0.58394,11.29196,1.33796,1,0.01024,-0.00006,0.65795,0.00399,1,0.02710,-0.00230,0.61262,0.00417,1,0,0.00000,17,0
183,SMP,3217,58.62878,0.57329,0.49516,9.95913,1.33796,1,0.85847,0.58348,10.93576,1.33796,1,0.01024,-0.00006,0.65795,0.00400,1,0.02710,-0.00230,0.61262,0.00416,1,0,0.00000,17,0
184,SMP,3218,58.6453,0.57325,0.49495,10.00604,1.33796,1,0.85825,0.58317,10.99859,1.33796,1,0.01024,-0.00006,0.65795,0.00391,1,0.02710,-0.00230,0.61262,0.00425,1,0,0.00000,17,0
185,SMP,3219,58.66512,0.57298,0.49447,9.87216,1.33796,1,0.85818,0.58311,11.13451,1.33796,1,0.01024,-0.00006,0.65795,0.00384,1,0.02710,-0.00230,0.61262,0.00423,1,0,0.00000,17,0
186,SMP,3220,58.68098,0.57288,0.49423,10.45922,1.33796,1,0.85798,0.58312,11.12693,1.33796,1,0.01024,-0.00006,0.65795,0.00382,1,0.02710,-0.00230,0.61262,0.00421,1,0,0.00000,17,0
187,SMP,3221,58.6945,0.57266,0.49374,9.93206,1.33796,1,0.85767,0.58256,11.36238,1.33796,1,0.01024,-0.00006,0.65795,0.00383,1,0.02710,-0.00230,0.61262,0.00417,1,0,0.00000,17,0
188,SMP,3222,58.72482,0.57244,0.49341,10.02068,1.33796,1,0.85767,0.58256,11.36238,1.33796,1,0.01024,-0.00006,0.65795,0.00395,1,0.02710,-0.00230,0.61262,0.00417,1,0,0.00000,17,0
189,SMP,3223,58.72904,0.57265,0.49327,9.90942,1.33796,1,0.85778,0.58187,10.94345,1.33796,1,0.01024,-0.00006,0.65795,0.00395,1,0.02710,-0.00230,0.61262,0.00419,1,0,0.00000,17,0
190,SMP,3224,58.74373,0.57265,0.49327,9.90942,1.33796,1,0.85772,0.58194,11.30531,1.33796,1,0.01024,-0.00006,0.65795,0.00395,1,0.02710,-0.00230,0.61262,0.00415,1,0,0.00000,17,0
191,SMP,3225,58.7601,0.57293,0.49271,10.46577,1.33796,1,0.85771,0.58193,11.31028,1.33796,1,0.01024,-0.00006,0.65795,0.00388,1,0.02710,-0.00230,0.61262,0.00415,1,0,0.00000,17,0
192,SMP,3226,58.7766,0.57268,0.49268,9.95229,1.33796,1,0.85800,0.58167,11.27207,1.33796,1,0.01024,-0.00006,0.65795,0.00391,1,0.02710,-0.00230,0.61262,0.00412,1,0,0.00000,17,0
193,SMP,3227,58.79309,0.57268,0.49245,9.84830,1.33796,1,0.85804,0.58131,11.15141,1.33796,1,0.01024,-0.00006,0.65795,0.00402,1,0.02710,-0.00230,0.61262,0.00429,1,0,0.00000,17,0
194,SMP,3228,58.80943,0.57274,0.49215,10.15099,1.33796,1,0.85800,0.58125,11.06522,1.33796,1,0.01024,-0.00006,0.65795,0.00383,1,0.02710,-0.00230,0.61262,0.00430,1,0,0.00000,17,0
195,SMP,3229,58.826,0.57306,0.49172,10.20873,1.33796,1,0.85819,0.58095,11.07235,1.33796,1,0.01024,-0.00006,0.65795,0.00386,1,0.02710,-0.00230,0.61262,0.00412,1,0,0.00000,17,0
196,SMP,3230,58.84232,0.57306,0.49161,10.16210,1.33796,1,0.85840,0.58040,11.11083,1.33796,1,0.01024,-0.00006,0.65795,0.00390,1,0.02710,-0.00230,0.61262,0.00422,1,0,0.00000,17,0
197,SMP,3231,58.85874,0.57317,0.49142,10.35026,1.33796,1,0.85861,0.58090,11.35013,1.33796,1,0.01024,-0.00006,0.65795,0.00383,1,0.02710,-0.00230,0.61262,0.00432,1,0,0.00000,17,0
198,SMP,3232,58.87518,0.57370,0.49112,10.66576,1.33796,1,0.85871,0.58064,11.28928,1.33796,1,0.01024,-0.00006,0.65795,0.00391,1,0.02710,-0.00230,0.61262,0.00415,1,0,0.00000,17,0
199,SMP,3233,58.91619,0.57365,0.49121,10.57846,1.33796,1,0.85889,0.58048,11.52816,1.33796,1,0.01024,-0.00006,0.65795,0.00390,1,0.02710,-0.00230,0.61262,0.00421,1,0,0.00000,17,0
200,SMP,3234,58.92129,0.57376,0.49118,10.37539,1.33796,1,0.85889,0.58048,11.52816,1.33796,1,0.01024,-0.00006,0.65795,0.00393,1,0.02710,-0.00230,0.61262,0.00421,1,0,0.00000,17,0
201,SMP,3235,58.92849,0.57387,0.49124,10.13922,1.33796,1,0.85931,0.58089,11.28271,1.33796,1,0.01024,-0.00006,0.65795,0.00391,1,0.02710,-0.00230,0.61262,0.00410,1,0,0.00000,17,0
202,SMP,3236,58.95046,0.57400,0.49158,10.50815,1.33796,1,0.85950,0.58107,11.13839,1.33796,1,0.01024,-0.00006,0.65795,0.00401,1,0.02710,-0.00230,0.61262,0.00421,1,0,0.00000,17,0
203,SMP,3237,58.95908,0.57428,0.49100,10.42471,1.33796,1,0.85961,0.58089,11.36690,1.33796,1,0.01024,-0.00006,0.65795,0.00405,1,0.02710,-0.00230,0.61262,0.00419,1,0,0.00000,17,0
204,SMP,3238,58.97384,0.57467,0.49123,10.06479,1.33796,1,0.85994,0.58102,11.17941,1.33796,1,0.01024,-0.00006,0.65795,0.00403,1,0.02710,-0.00230,0.61262,0.00422,1,0,0.00000,17,0
205,SMP,3239,58.99419,0.57474,0.49183,10.20320,1.33796,1,0.86007,0.58154,11.01520,1.33796,1,0.01024,-0.00006,0.65795,0.00407,1,0.02710,-0.00230,0.61262,0.00427,1,0,0.00000,17,0
206,SMP,3240,59.00666,0.57507,0.49154,10.49680,1.33796,1,0.86023,0.58159,11.18323,1.33796,1,0.01024,-0.00006,0.65795,0.00406,1,0.02710,-0.00230,0.61262,0.00437,1,0,0.00000,17,0
207,SMP,3241,59.02313,0.57498,0.49122,10.55646,1.33796,1,0.86021,0.58150,11.41483,1.33796,1,0.01024,-0.00006,0.65795,0.00390,1,0.02710,-0.00230,0.61262,0.00428,1,0,0.00000,17,0
208,SMP,3242,59.03947,0.57508,0.49138,10.56091,1.33796,1,0.86040,0.58125,11.85867,1.33796,1,0.01024,-0.00006,0.65795,0.00400,1,0.02710,-0.00230,0.61262,0.00426,1,0,0.00000,17,0
209,SMP,3243,59.05595,0.57490,0.49126,10.45512,1.33796,1,0.86040,0.58125,11.85867,1.33796,1,0.01024,-0.00006,0.65795,0.00402,1,0.02710,-0.00230,0.61262,0.00426,1,0,0.00000,17,0
210,SMP,3244,59.07233,0.57466,0.49160,10.22434,1.33796,1,0.86010,0.58125,11.03142,1.33796,1,0.01024,-0.00006,0.65795,0.00399,1,0.02710,-0.00230,0.61262,0.00429,1,0,0.00000,17,0
211,SMP,3245,59.08886,0.57466,0.49185,10.37513,1.33796,1,0.86010,0.58194,11.48495,1.33796,1,0.01024,-0.00006,0.65795,0.00403,1,0.02710,-0.00230,0.61262,0.00432,1,0,0.00000,17,0
212,SMP,3246,59.10516,0.57464,0.49224,10.36240,1.33796,1,0.86009,0.58187,11.44008,1.33796,1,0.01024,-0.00006,0.65795,0.00409,1,0.02710,-0.00230,0.61262,0.00436,1,0,0.00000,17,0
213,SMP,3247,59.12164,0.57435,0.49247,10.31413,1.33796,1,0.85992,0.58153,11.29865,1.33796,1,0.01024,-0.00006,0.65795,0.00404,1,0.02710,-0.00230,0.61262,0.00436,1,0,0.00000,17,0
214,SMP,3248,59.14071,0.57418,0.49234,10.25939,1.33796,1,0.85967,0.58216,11.24856,1.33796,1,0.01024,-0.00006,0.65795,0.00401,1,0.02710,-0.00230,0.61262,0.00421,1,0,0.00000,17,0
215,SMP,3249,59.15505,0.57396,0.49253,10.28475,1.33796,1,0.85967,0.58216,11.24856,1.33796,1,0.01024,-0.00006,0.65795,0.00408,1,0.02710,-0.00230,0.61262,0.00421,1,0,0.00000,17,0
216,SMP,3250,59.17125,0.57380,0.49271,10.40801,1.33796,1,0.85930,0.58225,11.83332,1.33796,1,0.01024,-0.00006,0.65795,0.00409,1,0.02710,-0.00230,0.61262,0.00423,1,0,0.00000,17,0
217,SMP,3251,59.1881,0.57374,0.49299,10.30332,1.33796,1,0.85926,0.58233,11.64767,1.33796,1,0.01024,-0.00006,0.65795,0.00407,1,0.02710,-0.00230,0.61262,0.00426,1,0,0.00000,17,0
218,SMP,3252,59.2038,0.57360,0.49292,10.43905,1.33796,1,0.85907,0.58243,11.80620,1.33796,1,0.01024,-0.00006,0.65795,0.00405,1,0.02710,-0.00230,0.61262,0.00424,1,0,0.00000,17,0
