DATATYPE	CNT	 TIME	 LPCX	 LPCY	 LPD	 LPS	 LPV	 RPCX	 RPCY	 RPD	 RPS	 RPV	 LEYEX	 LEYEY	 LEYEZ	 LPUPILD	 LPUPILV	 REYEX	 REYEY	 REYEZ	 RPUPILD	 RPUPILV	 BKID	 BKDUR	 BKPMIN	 USER	
SMP	55171	956.94202	0.29629	0.75712	12.09428	0.86549	1	0.68282	0.77412	13.15202	0.86549	1	-0.03062	-0.02795	0.56142	0.00292	1	0.03072	-0.03013	0.57707	0.00380	1	0	0.00000	20	START_RECORDING	
SMP	55172	956.96417	0.29638	0.75694	11.60786	0.86549	1	0.68302	0.77459	13.10037	0.85909	1	-0.03062	-0.02795	0.56142	0.00303	1	0.03072	-0.03013	0.57707	0.00390	1	0	0.00000	20	START_RECORDING	
SMP	55173	956.97003	0.29650	0.75677	11.85552	0.85909	1	0.68300	0.77474	13.24650	0.85269	1	-0.03062	-0.02795	0.56142	0.00301	1	0.03072	-0.03013	0.57707	0.00391	1	0	0.00000	20	START_RECORDING	
SMP	55174	956.97327	0.29649	0.75682	11.81979	0.85269	1	0.68285	0.77417	12.97423	0.84629	1	-0.03062	-0.02795	0.56142	0.00301	1	0.03072	-0.03013	0.57707	0.00380	1	0	0.00000	20	START_RECORDING	
SMP	55175	956.98639	0.29586	0.75708	11.88349	0.84629	1	0.68260	0.77374	12.84819	0.84629	1	-0.03002	-0.02721	0.54667	0.00299	1	0.03008	-0.02972	0.56908	0.00369	1	0	0.00000	20	START_RECORDING	
SMP	55176	956.99042	0.29684	0.76190	12.27225	0.84629	1	0.68272	0.77469	13.08176	0.84629	1	-0.03002	-0.02721	0.54667	0.00420	1	0.03008	-0.02972	0.56908	0.00382	1	0	0.00000	20	START_RECORDING	
SMP	55177	956.99469	0.29769	0.76053	13.01151	0.84629	1	0.68287	0.77432	13.37545	0.84629	1	-0.03002	-0.02721	0.54667	0.00423	1	0.03008	-0.02972	0.56908	0.00381	1	0	0.00000	20	START_RECORDING	
SMP	55178	957.00006	0.29873	0.75999	12.90040	0.85771	1	0.68365	0.77348	12.66178	0.86411	1	-0.03143	-0.02854	0.57436	0.00413	1	0.03083	-0.03029	0.58222	0.00388	1	0	0.00000	20	START_RECORDING	
SMP	55179	957.00354	0.29739	0.76018	12.52065	0.86952	1	0.68307	0.77351	13.15546	0.86952	1	-0.03051	-0.02756	0.55457	0.00449	1	0.03026	-0.02973	0.57246	0.00391	1	0	0.00000	20	START_RECORDING	
SMP	55180	957.02393	0.29726	0.76011	12.50321	0.87493	1	0.68292	0.77336	13.03689	0.87493	1	-0.03051	-0.02756	0.55457	0.00416	1	0.03026	-0.02973	0.57246	0.00389	1	0	0.00000	20	START_RECORDING	
SMP	55181	957.03516	0.29713	0.75990	12.58454	0.88034	1	0.68272	0.77238	12.93314	0.88034	1	-0.03051	-0.02756	0.55457	0.00418	1	0.03026	-0.02973	0.57246	0.00413	1	0	0.00000	20	START_RECORDING	
SMP	55182	957.06671	0.29709	0.76005	12.58446	0.88034	1	0.68271	0.77296	13.12752	0.87394	1	-0.03185	-0.02878	0.57804	0.00421	1	0.03028	-0.02991	0.57491	0.00404	1	0	0.00000	20	START_RECORDING	
SMP	55183	957.07324	0.29689	0.76095	12.20776	0.87995	1	0.68276	0.77269	12.74306	0.87995	1	-0.03185	-0.02878	0.57804	0.00418	1	0.03028	-0.02991	0.57491	0.00400	1	0	0.00000	20	START_RECORDING	
SMP	55184	957.11578	0.29726	0.75985	12.39297	0.88596	1	0.68256	0.77304	13.07009	0.88596	1	-0.03185	-0.02878	0.57804	0.00424	1	0.03028	-0.02991	0.57491	0.00398	1	0	0.00000	20	START_RECORDING	
SMP	55185	957.16888	0.29746	0.76026	12.62623	0.89197	1	0.68256	0.77304	13.07009	0.89197	1	-0.03185	-0.02878	0.57804	0.00415	1	0.03022	-0.02991	0.57386	0.00398	1	0	0.00000	20	START_RECORDING	
SMP	55186	957.21265	0.29733	0.76057	12.73912	0.89197	1	0.68266	0.77252	12.58308	0.89197	1	-0.03185	-0.02878	0.57804	0.00401	1	0.03022	-0.02991	0.57386	0.00412	1	0	0.00000	20	START_RECORDING	
SMP	55187	957.25543	0.29724	0.76021	12.74147	0.89197	1	0.68307	0.77360	13.09359	0.89197	1	-0.03185	-0.02878	0.57804	0.00419	1	0.03022	-0.02991	0.57386	0.00392	1	0	0.00000	20	START_RECORDING	
SMP	55188	957.31451	0.29901	0.76056	12.52291	0.89197	1	0.68504	0.77368	12.73650	0.89837	1	-0.03148	-0.02863	0.57514	0.00398	1	0.03100	-0.03046	0.58332	0.00389	1	0	0.00000	20	START_RECORDING	
SMP	55189	957.33228	0.29949	0.76151	12.52172	0.89837	1	0.68549	0.77384	12.69561	0.90477	1	-0.03148	-0.02863	0.57514	0.00403	1	0.03100	-0.03046	0.58332	0.00380	1	0	0.00000	20	START_RECORDING	
