DATATYPE	CNT	 TIME	 LPCX	 LPCY	 LPD	 LPS	 LPV	 RPCX	 RPCY	 RPD	 RPS	 RPV	 LEYEX	 LEYEY	 LEYEZ	 LPUPILD	 LPUPILV	 REYEX	 REYEY	 REYEZ	 RPUPILD	 RPUPILV	 BKID	 BKDUR	 BKPMIN	 USER	
SMP	22885	386.90283	0.35194	0.35875	10.99656	0.99181	1	0.70904	0.37761	9.74842	0.99181	1	-0.02578	0.01387	0.61134	0.00365	1	0.03435	0.01115	0.59787	0.00273	1	0	0.00000	30	START_RECORDING	
SMP	22886	386.91946	0.35162	0.35759	10.36076	0.98324	1	0.70918	0.37756	9.74884	0.98324	1	-0.02578	0.01387	0.61134	0.00387	1	0.03435	0.01115	0.59787	0.00285	1	0	0.00000	30	START_RECORDING	
SMP	22887	386.93597	0.35124	0.35878	10.68230	0.98324	1	0.70740	0.38265	11.18105	0.99044	1	-0.02694	0.01434	0.63461	0.00391	1	0.03489	0.01133	0.61024	0.00421	1	0	0.00000	30	START_RECORDING	
SMP	22888	386.95224	0.35138	0.35893	10.33071	0.99901	1	0.70707	0.38162	10.77019	1.00621	1	-0.02694	0.01434	0.63461	0.00392	1	0.03489	0.01133	0.61024	0.00406	1	0	0.00000	30	START_RECORDING	
SMP	22889	386.96872	0.35124	0.35843	10.37118	1.01477	1	0.70744	0.38235	10.89765	1.02197	1	-0.02694	0.01434	0.63461	0.00391	1	0.03489	0.01133	0.61024	0.00389	1	0	0.00000	30	START_RECORDING	
SMP	22890	386.98495	0.35017	0.35962	11.10137	1.02197	1	0.70700	0.38172	11.50025	1.02917	1	-0.02620	0.01379	0.61300	0.00369	1	0.03414	0.01118	0.59912	0.00386	1	0	0.00000	30	START_RECORDING	
SMP	22891	387.00150	0.34998	0.35866	10.81152	1.02061	1	0.70659	0.38184	11.54002	1.02061	1	-0.02620	0.01379	0.61300	0.00384	1	0.03414	0.01118	0.59912	0.00387	1	0	0.00000	30	START_RECORDING	
SMP	22892	387.01785	0.34989	0.35878	10.63215	1.01204	1	0.70645	0.38200	11.51550	1.01204	1	-0.02620	0.01379	0.61300	0.00380	1	0.03414	0.01118	0.59912	0.00386	1	0	0.00000	30	START_RECORDING	
SMP	22893	387.03436	0.34938	0.35817	10.74443	1.01204	1	0.70627	0.38201	11.02265	1.01204	1	-0.02685	0.01422	0.62686	0.00387	1	0.03444	0.01133	0.60441	0.00408	1	0	0.00000	30	START_RECORDING	
SMP	22894	387.05075	0.34966	0.35859	10.99242	1.02061	1	0.70629	0.38203	11.43635	1.02061	1	-0.02685	0.01422	0.62686	0.00383	1	0.03444	0.01133	0.60441	0.00406	1	0	0.00000	30	START_RECORDING	
