,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,LEYEX,LEYEY,LEYEZ,LPUPILD,LPUPILV,REYEX,REYEY,REYEZ,RPUPILD,RPUPILV,BKID,BKDUR,BKPMIN,EEG,task
0,0.29490,0.16934,7.83348,1.14669,0,0.63348,0.16648,8.41400,1.14669,0,-0.03818,0.03733,0.65283,0.00301,1,0.02357,0.03767,0.64804,0.00318,1,1,0.00000,30,51,happy
1,0.29490,0.16934,7.83348,1.14669,0,0.63348,0.16648,8.41400,1.14669,0,-0.03818,0.03733,0.65283,0.00301,1,0.02357,0.03767,0.64804,0.00318,1,1,0.00000,30,51,happy
2,0.29490,0.16934,7.83348,1.14669,0,0.63348,0.16648,8.41400,1.14669,0,-0.03818,0.03733,0.65283,0.00301,1,0.02357,0.03767,0.64804,0.00318,1,1,0.00000,30,51,happy
3,0.29490,0.16934,7.83348,1.14669,0,0.63348,0.16648,8.41400,1.14669,0,-0.03818,0.03733,0.65283,0.00301,1,0.02357,0.03767,0.64804,0.00318,1,1,0.00000,30,50,happy
4,0.29490,0.16934,7.83348,1.14669,0,0.63348,0.16648,8.41400,1.14669,0,-0.03818,0.03733,0.65283,0.00301,1,0.02357,0.03767,0.64804,0.00318,1,1,0.00000,30,50,happy
5,0.29490,0.16934,7.83348,1.14669,0,0.63348,0.16648,8.41400,1.14669,0,-0.03818,0.03733,0.65283,0.00301,1,0.02357,0.03767,0.64804,0.00318,1,1,0.00000,30,50,happy
6,0.38234,0.15970,11.07955,1.14669,1,0.71224,0.17745,11.53479,1.14669,1,-0.03818,0.03733,0.65283,0.00318,1,0.02357,0.03767,0.64804,0.00352,1,0,0.24211,31,49,happy
7,0.38435,0.15895,10.99738,1.07892,1,0.71283,0.17706,11.46381,1.01436,1,-0.03818,0.03733,0.65283,0.00320,1,0.02357,0.03767,0.64804,0.00342,1,0,0.00000,31,50,happy
8,0.38443,0.15825,10.80926,0.94660,1,0.71351,0.17667,11.06241,0.88204,1,-0.03818,0.03733,0.65283,0.00319,1,0.02357,0.03767,0.64804,0.00348,1,0,0.00000,31,49,happy
9,0.38449,0.15839,10.67260,0.81427,1,0.71351,0.17669,11.05455,0.74971,1,-0.03818,0.03733,0.65283,0.00326,1,0.02357,0.03767,0.64804,0.00347,1,0,0.00000,31,49,happy
10,0.38451,0.15687,10.50042,0.71107,1,0.71336,0.17579,11.07766,0.67426,1,-0.03818,0.03733,0.65283,0.00319,1,0.02357,0.03767,0.64804,0.00341,1,0,0.00000,31,49,happy
11,0.38454,0.15698,10.91617,0.70339,1,0.71320,0.17532,10.99738,0.73114,1,-0.03818,0.03733,0.65283,0.00315,1,0.02357,0.03767,0.64804,0.00336,1,0,0.00000,31,48,happy
12,0.38439,0.15672,10.65406,0.76027,1,0.71301,0.17466,11.07061,0.78802,1,-0.03818,0.03733,0.65283,0.00328,1,0.02357,0.03767,0.64804,0.00339,1,0,0.00000,31,48,happy
13,0.38330,0.15586,10.87730,0.81714,1,0.71227,0.17476,11.04221,0.84489,1,-0.03818,0.03733,0.65283,0.00317,1,0.02357,0.03767,0.64804,0.00342,1,0,0.00000,31,48,happy
14,0.38275,0.15591,10.71536,0.84489,1,0.71146,0.17422,11.16973,0.84489,1,-0.03818,0.03733,0.65283,0.00326,1,0.02357,0.03767,0.64804,0.00328,1,0,0.00000,31,45,happy
15,0.38250,0.15583,11.03944,0.84489,1,0.71128,0.17401,11.06009,0.84489,1,-0.03818,0.03733,0.65283,0.00330,1,0.02357,0.03767,0.64804,0.00346,1,0,0.00000,31,45,happy
16,0.38196,0.15580,11.02971,0.84489,1,0.71068,0.17395,11.08961,0.84489,1,-0.03818,0.03733,0.65283,0.00321,1,0.02357,0.03767,0.64804,0.00330,1,0,0.00000,31,45,happy
17,0.38189,0.15550,11.19383,0.84489,1,0.71056,0.17409,10.87767,0.84489,1,-0.03818,0.03733,0.65283,0.00328,1,0.02357,0.03767,0.64804,0.00331,1,0,0.00000,31,45,happy
18,0.38137,0.15570,11.04179,0.84489,1,0.71016,0.17402,11.03337,0.84489,1,-0.03818,0.03733,0.65283,0.00323,1,0.02357,0.03767,0.64804,0.00329,1,0,0.00000,31,45,happy
19,0.38090,0.15572,10.73570,0.83459,1,0.70999,0.17434,11.00898,0.82477,1,-0.02053,0.03220,0.53828,0.00326,1,0.02357,0.03767,0.64804,0.00338,1,0,0.00000,31,45,happy
20,0.38055,0.15606,11.15424,0.81447,1,0.70964,0.17427,11.03282,0.80465,1,-0.02053,0.03220,0.53828,0.00323,1,0.02357,0.03767,0.64804,0.00340,1,0,0.00000,31,45,happy
21,0.38044,0.15644,11.05964,0.79435,1,0.70952,0.17459,11.06241,0.78453,1,-0.02053,0.03220,0.53828,0.00327,1,0.02357,0.03767,0.64804,0.00348,1,0,0.00000,31,45,happy
22,0.37967,0.15715,11.03119,0.77913,1,0.70899,0.17479,11.12318,0.77397,1,-0.02045,0.03163,0.53221,0.00325,1,0.02357,0.03767,0.64804,0.00344,1,0,0.00000,31,45,happy
23,0.37953,0.15696,10.78358,0.77887,1,0.70842,0.17482,11.07973,0.78353,1,-0.02045,0.03163,0.53221,0.00328,1,0.02357,0.03767,0.64804,0.00357,1,0,0.00000,31,45,happy
24,0.37775,0.15908,11.52394,0.78353,1,0.70767,0.17549,11.33509,0.78353,1,-0.02079,0.03128,0.52960,0.00317,1,0.02357,0.03767,0.64804,0.00341,1,0,0.00000,31,45,happy
25,0.37621,0.16046,11.38952,0.78353,1,0.70474,0.17619,11.94895,0.78353,1,-0.02079,0.03128,0.52960,0.00322,1,0.02357,0.03767,0.64804,0.00366,1,0,0.00000,31,45,happy
26,0.37229,0.16293,11.44174,0.77863,1,0.70357,0.17664,11.98928,0.77397,1,-0.02079,0.03128,0.52960,0.00326,1,0.02357,0.03767,0.64804,0.00353,1,0,0.00000,31,45,happy
27,0.37085,0.16418,11.35493,0.76908,1,0.69941,0.17811,13.51486,0.76441,1,-0.02079,0.03128,0.52960,0.00329,1,0.02357,0.03767,0.64804,0.00376,1,0,0.00000,31,45,happy
28,0.37119,0.16404,10.05667,0.76441,1,0.69553,0.17902,12.92797,0.76441,1,-0.02079,0.03128,0.52960,0.00294,1,0.02357,0.03767,0.64804,0.00455,1,0,0.00000,31,45,happy
29,0.35575,0.17168,11.84246,0.76441,1,0.69091,0.18073,12.69531,0.76441,1,-0.02079,0.03128,0.52960,0.00325,1,0.02357,0.03767,0.64804,0.00369,1,0,0.00000,31,45,happy
30,0.65021,0.17735,20.49470,0.78073,1,0.69091,0.18073,12.69531,0.79627,0,0.02470,0.03251,0.57800,0.00856,1,0.02357,0.03767,0.64804,0.00369,1,0,0.00000,31,45,happy
31,0.67640,0.16471,12.02510,0.81259,1,0.69091,0.18073,12.69531,0.82813,0,0.02470,0.03251,0.57800,0.00600,1,0.02357,0.03767,0.64804,0.00369,1,0,0.00000,31,45,happy
32,0.67640,0.16471,12.02510,0.84444,0,0.69091,0.18073,12.69531,0.85998,0,0.02470,0.03251,0.57800,0.00600,1,0.02357,0.03767,0.64804,0.00369,1,0,0.00000,31,45,happy
33,0.67640,0.16471,12.02510,0.87630,0,0.69091,0.18073,12.69531,0.89184,0,0.02470,0.03251,0.57800,0.00600,1,0.02357,0.03767,0.64804,0.00369,1,1,0.00000,31,45,happy
34,0.67640,0.16471,12.02510,0.89184,0,0.69091,0.18073,12.69531,0.89184,0,0.02470,0.03251,0.57800,0.00600,1,0.02357,0.03767,0.64804,0.00369,1,1,0.00000,31,45,happy
35,0.67640,0.16471,12.02510,0.89184,0,0.69091,0.18073,12.69531,0.89184,0,0.02470,0.03251,0.57800,0.00600,1,0.02357,0.03767,0.64804,0.00369,1,1,0.00000,31,45,happy
36,0.67640,0.16471,12.02510,0.89184,0,0.69091,0.18073,12.69531,0.89184,0,0.02470,0.03251,0.57800,0.00600,1,0.02357,0.03767,0.64804,0.00369,1,1,0.00000,31,45,happy
37,0.67640,0.16471,12.02510,0.89184,0,0.69091,0.18073,12.69531,0.89184,0,0.02470,0.03251,0.57800,0.00600,1,0.02357,0.03767,0.64804,0.00369,1,1,0.00000,31,45,happy
38,0.67640,0.16471,12.02510,0.89184,0,0.69091,0.18073,12.69531,0.89184,0,0.02470,0.03251,0.57800,0.00600,1,0.02357,0.03767,0.64804,0.00369,1,1,0.00000,31,45,happy
39,0.67640,0.16471,12.02510,0.89184,0,0.69091,0.18073,12.69531,0.89184,0,0.02470,0.03251,0.57800,0.00600,1,0.02357,0.03767,0.64804,0.00369,1,1,0.00000,31,45,happy
40,0.67640,0.16471,12.02510,0.89184,0,0.69091,0.18073,12.69531,0.89184,0,0.02470,0.03251,0.57800,0.00600,1,0.02357,0.03767,0.64804,0.00369,1,1,0.00000,31,45,happy
41,0.67640,0.16471,12.02510,0.89184,0,0.69091,0.18073,12.69531,0.89184,0,0.02470,0.03251,0.57800,0.00600,1,0.02357,0.03767,0.64804,0.00369,1,1,0.00000,31,45,happy
42,0.67640,0.16471,12.02510,0.89184,0,0.69091,0.18073,12.69531,0.89184,0,0.02470,0.03251,0.57800,0.00600,1,0.02357,0.03767,0.64804,0.00369,1,1,0.00000,31,45,happy
43,0.67640,0.16471,12.02510,0.89184,0,0.69091,0.18073,12.69531,0.89184,0,0.02470,0.03251,0.57800,0.00600,1,0.02357,0.03767,0.64804,0.00369,1,1,0.00000,31,45,happy
44,0.67640,0.16471,12.02510,0.89184,0,0.69091,0.18073,12.69531,0.89184,0,0.02470,0.03251,0.57800,0.00600,1,0.02357,0.03767,0.64804,0.00369,1,1,0.00000,31,45,happy
45,0.26415,0.18123,12.09482,0.89184,1,0.60486,0.17141,12.22558,0.89184,1,0.02470,0.03251,0.57800,0.00357,1,0.02357,0.03767,0.64804,0.00351,1,0,0.16264,32,45,happy
46,0.26413,0.18112,12.25267,0.89184,1,0.60532,0.17203,12.75396,0.89184,1,0.02470,0.03251,0.57800,0.00363,1,0.02357,0.03767,0.64804,0.00358,1,0,0.00000,32,45,happy
47,0.26402,0.18205,11.99931,0.93576,1,0.60521,0.17227,12.78579,0.96685,1,-0.04465,0.03702,0.67388,0.00337,1,0.01939,0.03749,0.66324,0.00358,1,0,0.00000,32,45,happy
48,0.26412,0.18285,11.94312,1.01077,1,0.60516,0.17262,12.71230,1.04185,1,-0.04465,0.03702,0.67388,0.00355,1,0.01939,0.03749,0.66324,0.00367,1,0,0.00000,32,45,happy
49,0.26416,0.18276,11.69305,1.08578,1,0.60545,0.17193,12.62416,1.11686,1,-0.04465,0.03702,0.67388,0.00355,1,0.01939,0.03749,0.66324,0.00389,1,0,0.00000,32,45,happy
50,0.26479,0.18342,11.20798,1.14949,1,0.60562,0.17309,11.95477,1.19133,1,-0.04323,0.03587,0.65515,0.00357,1,0.01994,0.03819,0.67554,0.00363,1,0,0.00000,32,45,happy
51,0.26513,0.18329,11.82706,1.18004,1,0.60612,0.17367,12.69543,1.19080,1,-0.04323,0.03587,0.65515,0.00358,1,0.01994,0.03819,0.67554,0.00384,1,0,0.00000,32,45,happy
52,0.26548,0.18321,12.21293,1.17950,1,0.60581,0.17375,13.00857,1.19026,1,-0.04323,0.03587,0.65515,0.00352,1,0.01994,0.03819,0.67554,0.00375,1,0,0.00000,32,45,happy
53,0.26670,0.18320,11.78346,1.17897,1,0.60801,0.17445,12.26121,1.17897,1,-0.04178,0.03480,0.63679,0.00360,1,0.01952,0.03668,0.65100,0.00384,1,0,0.00000,32,45,happy
54,0.26722,0.18278,11.35116,1.17897,1,0.60808,0.17429,12.44300,1.16821,1,-0.04178,0.03480,0.63679,0.00357,1,0.01952,0.03668,0.65100,0.00369,1,0,0.00000,32,45,happy
55,0.26760,0.18286,11.67486,1.16821,1,0.60830,0.17433,12.64999,1.15745,1,-0.04178,0.03480,0.63679,0.00366,1,0.01952,0.03668,0.65100,0.00373,1,0,0.00000,32,45,happy
56,0.26813,0.18298,12.23331,1.15745,1,0.60977,0.17413,11.95813,1.15745,1,-0.04247,0.03585,0.65476,0.00366,1,0.02025,0.03722,0.66060,0.00384,1,0,0.00000,32,45,happy
57,0.26913,0.18255,11.58287,1.15745,1,0.60958,0.17402,12.34672,1.16821,1,-0.04247,0.03585,0.65476,0.00376,1,0.02025,0.03722,0.66060,0.00375,1,0,0.00000,32,45,happy
58,0.26869,0.18281,11.37720,1.16821,1,0.60974,0.17380,12.29934,1.17897,1,-0.04247,0.03585,0.65476,0.00377,1,0.02025,0.03722,0.66060,0.00369,1,0,0.00000,32,45,happy
59,0.26718,0.18447,12.01484,1.17897,1,0.60812,0.17589,12.21382,1.17897,1,-0.04201,0.03534,0.64779,0.00340,1,0.01958,0.03638,0.64887,0.00347,1,0,0.00000,32,45,happy
60,0.26471,0.18759,12.82849,1.17897,1,0.60372,0.17840,12.80285,1.16821,1,-0.04201,0.03534,0.64779,0.00363,1,0.01958,0.03638,0.64887,0.00384,1,0,0.00000,32,45,happy
61,0.26380,0.18857,13.06170,1.16821,1,0.60249,0.17894,14.39589,1.15745,1,-0.04201,0.03534,0.64779,0.00356,1,0.01958,0.03638,0.64887,0.00390,1,0,0.00000,32,45,happy
62,0.25769,0.19177,12.40471,1.14766,1,0.59741,0.18318,11.59247,1.12758,1,-0.04092,0.03329,0.61760,0.00362,1,0.01958,0.03638,0.64887,0.00382,1,0,0.00000,32,45,happy
63,0.25682,0.19224,12.35532,1.11779,1,0.59701,0.18354,11.30778,1.10846,1,-0.04092,0.03329,0.61760,0.00375,1,0.01958,0.03638,0.64887,0.00375,1,0,0.00000,32,45,happy
64,0.25646,0.19299,12.49799,1.09867,1,0.59671,0.18287,11.57391,1.08935,1,-0.04092,0.03329,0.61760,0.00378,1,0.01958,0.03638,0.64887,0.00345,1,0,0.00000,32,45,happy
65,0.25598,0.19245,12.31390,1.08935,1,0.59673,0.18279,11.34116,1.08935,1,-0.04227,0.03422,0.63699,0.00359,1,0.01856,0.03592,0.64728,0.00369,1,0,0.00000,32,45,happy
66,0.25571,0.19376,12.18437,1.09914,1,0.59601,0.18254,11.77719,1.10846,1,-0.04227,0.03422,0.63699,0.00381,1,0.01856,0.03592,0.64728,0.00324,1,0,0.00000,32,45,happy
67,0.25580,0.19430,12.10085,1.11825,1,0.59588,0.18230,11.88503,1.12758,1,-0.04227,0.03422,0.63699,0.00381,1,0.01856,0.03592,0.64728,0.00332,1,0,0.00000,32,45,happy
68,0.25558,0.19343,12.27295,1.13736,1,0.59549,0.18234,11.78561,1.14669,1,-0.04322,0.03473,0.64773,0.00363,1,0.01853,0.03610,0.65038,0.00338,1,0,0.00000,32,45,happy
69,0.25509,0.19335,11.86841,1.14669,1,0.59557,0.18201,11.65636,1.14669,1,-0.04322,0.03473,0.64773,0.00365,1,0.01853,0.03610,0.65038,0.00348,1,0,0.00000,32,45,happy
70,0.25508,0.19348,11.69817,1.14669,1,0.59538,0.18262,12.32367,1.14669,1,-0.04322,0.03473,0.64773,0.00371,1,0.01853,0.03610,0.65038,0.00360,1,0,0.00000,31,45,happy
71,0.25452,0.19411,11.69637,1.13690,1,0.59538,0.18260,12.27014,1.14766,1,-0.04225,0.03397,0.63231,0.00386,1,0.01920,0.03764,0.67596,0.00337,1,0,0.00000,31,45,happy
72,0.25421,0.19304,11.98196,1.13787,1,0.59565,0.18173,11.23401,1.14863,1,-0.04225,0.03397,0.63231,0.00371,1,0.01920,0.03764,0.67596,0.00361,1,0,0.00000,31,45,happy
73,0.25418,0.19280,11.82077,1.13884,1,0.59562,0.18162,11.49398,1.14960,1,-0.04225,0.03397,0.63231,0.00375,1,0.01920,0.03764,0.67596,0.00349,1,0,0.00000,31,45,happy
74,0.25418,0.19268,11.76356,1.14960,1,0.59483,0.18196,11.19213,1.14960,1,-0.04387,0.03518,0.65371,0.00384,1,0.01999,0.03966,0.71094,0.00379,1,0,0.00000,31,45,happy
75,0.25330,0.19229,11.06847,1.15939,1,0.59395,0.18184,11.88857,1.14863,1,-0.04387,0.03518,0.65371,0.00407,1,0.01999,0.03966,0.71094,0.00356,1,0,0.00000,31,45,happy
76,0.25365,0.19268,11.36474,1.15842,1,0.59436,0.18144,11.49805,1.14766,1,-0.04387,0.03518,0.65371,0.00379,1,0.01999,0.03966,0.71094,0.00359,1,0,0.00000,31,45,happy
77,0.25368,0.19244,11.83939,1.14766,1,0.59441,0.18131,11.54515,1.13690,1,-0.04182,0.03382,0.62414,0.00380,1,0.01845,0.03641,0.65170,0.00372,1,0,0.00000,31,45,happy
78,0.25385,0.19277,11.74576,1.12711,1,0.59479,0.18088,11.43277,1.12711,1,-0.04182,0.03382,0.62414,0.00383,1,0.01845,0.03641,0.65170,0.00362,1,0,0.00000,31,45,happy
79,0.25380,0.19193,12.38176,1.11732,1,0.59459,0.18028,11.50902,1.11732,1,-0.04182,0.03382,0.62414,0.00394,1,0.01845,0.03641,0.65170,0.00365,1,0,0.00000,31,45,happy
80,0.25438,0.19165,11.78701,1.11732,1,0.59560,0.18026,11.58554,1.11732,1,-0.04322,0.03510,0.64773,0.00376,1,0.00000,0.00000,0.00000,0.00373,0,0,0.00000,31,45,happy
81,0.25463,0.19110,11.96600,1.12711,1,0.59526,0.18023,11.86458,1.12711,1,-0.04322,0.03510,0.64773,0.00386,1,0.00000,0.00000,0.00000,0.00365,0,0,0.00000,31,45,happy
82,0.25626,0.19087,11.54114,1.12711,1,0.59753,0.17953,11.17093,1.13787,1,-0.04114,0.03380,0.62263,0.00373,1,0.01976,0.03814,0.67796,0.00359,1,0,0.00000,31,45,happy
83,0.25785,0.19079,12.08130,1.13787,1,0.59836,0.17912,12.12514,1.14863,1,-0.04114,0.03380,0.62263,0.00372,1,0.01976,0.03814,0.67796,0.00352,1,0,0.00000,31,45,happy
84,0.25768,0.19081,11.94337,1.13884,1,0.59837,0.17908,12.09227,1.14960,1,-0.04114,0.03380,0.62263,0.00378,1,0.01976,0.03814,0.67796,0.00355,1,0,0.00000,31,45,happy
85,0.25721,0.19091,12.38048,1.14960,1,0.59810,0.17880,11.86968,1.14960,1,-0.04334,0.03539,0.65315,0.00365,1,0.01873,0.03627,0.64480,0.00368,1,0,0.00000,31,45,happy
86,0.25699,0.19084,12.14398,1.15939,1,0.59809,0.17888,12.04820,1.14863,1,-0.04334,0.03539,0.65315,0.00360,1,0.01873,0.03627,0.64480,0.00344,1,0,0.00000,31,45,happy
87,0.25687,0.19075,12.30635,1.15842,1,0.59826,0.17874,12.12094,1.14766,1,-0.04334,0.03539,0.65315,0.00371,1,0.01873,0.03627,0.64480,0.00346,1,0,0.00000,31,45,happy
88,0.25681,0.19084,12.05942,1.15745,1,0.59812,0.17902,12.43808,1.14669,1,-0.04334,0.03545,0.65315,0.00369,1,0.01873,0.03627,0.64480,0.00343,1,0,0.00000,31,45,happy
89,0.25681,0.19043,12.11933,1.14669,1,0.59815,0.17855,12.13185,1.14669,1,-0.04334,0.03545,0.65315,0.00369,1,0.01873,0.03627,0.64480,0.00352,1,0,0.00000,31,45,happy
90,0.25683,0.19025,12.28511,1.14669,1,0.59799,0.17821,11.93420,1.14669,1,-0.04334,0.03545,0.65315,0.00373,1,0.01873,0.03627,0.64480,0.00355,1,0,0.00000,31,45,happy
91,0.25668,0.19009,12.11226,1.14669,1,0.59830,0.17784,11.74267,1.15745,1,-0.04227,0.03470,0.63699,0.00381,1,0.01962,0.03822,0.67728,0.00362,1,0,0.00000,31,45,happy
92,0.25646,0.18913,12.31678,1.15745,1,0.59794,0.17739,11.88715,1.16821,1,-0.04227,0.03470,0.63699,0.00402,1,0.01962,0.03822,0.67728,0.00351,1,0,0.00000,31,45,happy
93,0.25636,0.18919,12.49935,1.16821,1,0.59765,0.17678,11.57801,1.17897,1,-0.04227,0.03470,0.63699,0.00403,1,0.01962,0.03822,0.67728,0.00371,1,0,0.00000,31,48,happy
94,0.25687,0.18820,12.63093,1.17897,1,0.59828,0.17592,11.88045,1.18973,1,-0.04227,0.03493,0.63699,0.00397,1,0.01945,0.03815,0.67149,0.00370,1,0,0.00000,31,45,happy
95,0.25614,0.18581,11.89737,1.18973,1,0.59818,0.17512,11.82367,1.18973,1,-0.04227,0.03493,0.63699,0.00377,1,0.01945,0.03815,0.67149,0.00361,1,0,0.00000,31,45,happy
96,0.25616,0.18589,11.86766,1.18973,1,0.59869,0.17455,10.84760,1.18973,1,-0.04227,0.03493,0.63699,0.00364,1,0.01945,0.03815,0.67149,0.00380,1,0,0.00000,31,44,happy
97,0.25655,0.18771,11.08258,1.17994,1,0.59842,0.17506,11.50119,1.15986,1,-0.04092,0.03428,0.61760,0.00348,1,0.01794,0.03584,0.62362,0.00390,1,0,0.00000,31,45,happy
98,0.25655,0.18771,11.08258,1.15007,0,0.59842,0.17506,11.50119,1.12998,0,-0.04092,0.03428,0.61760,0.00348,1,0.01794,0.03584,0.62362,0.00390,1,0,0.00000,31,44,happy
99,0.25655,0.18771,11.08258,1.12019,0,0.59842,0.17506,11.50119,1.10011,0,-0.04092,0.03428,0.61760,0.00348,1,0.01794,0.03584,0.62362,0.00390,1,0,0.00000,31,45,happy
100,0.25655,0.18771,11.08258,1.09032,0,0.59842,0.17506,11.50119,1.07023,0,-0.04092,0.03428,0.61760,0.00348,1,0.01794,0.03584,0.62362,0.00390,1,1,0.00000,31,45,happy
101,0.25655,0.18771,11.08258,1.07023,0,0.59842,0.17506,11.50119,1.07023,0,-0.04092,0.03428,0.61760,0.00348,1,0.01794,0.03584,0.62362,0.00390,1,1,0.00000,31,44,happy
102,0.25655,0.18771,11.08258,1.07023,0,0.59842,0.17506,11.50119,1.07023,0,-0.04092,0.03428,0.61760,0.00348,1,0.01794,0.03584,0.62362,0.00390,1,1,0.00000,31,44,happy
103,0.25655,0.18771,11.08258,1.07023,0,0.59842,0.17506,11.50119,1.07023,0,-0.04092,0.03428,0.61760,0.00348,1,0.01794,0.03584,0.62362,0.00390,1,1,0.00000,31,44,happy
104,0.25655,0.18771,11.08258,1.07023,0,0.59842,0.17506,11.50119,1.07023,0,-0.04092,0.03428,0.61760,0.00348,1,0.01794,0.03584,0.62362,0.00390,1,1,0.00000,31,44,happy
105,0.25655,0.18771,11.08258,1.07023,0,0.59842,0.17506,11.50119,1.07023,0,-0.04092,0.03428,0.61760,0.00348,1,0.01794,0.03584,0.62362,0.00390,1,1,0.00000,31,44,happy
106,0.25655,0.18771,11.08258,1.07023,0,0.59842,0.17506,11.50119,1.07023,0,-0.04092,0.03428,0.61760,0.00348,1,0.01794,0.03584,0.62362,0.00390,1,1,0.00000,31,44,happy
107,0.25655,0.18771,11.08258,1.07023,0,0.59842,0.17506,11.50119,1.07023,0,-0.04092,0.03428,0.61760,0.00348,1,0.01794,0.03584,0.62362,0.00390,1,1,0.00000,31,44,happy
108,0.25655,0.18771,11.08258,1.07023,0,0.59842,0.17506,11.50119,1.07023,0,-0.04092,0.03428,0.61760,0.00348,1,0.01794,0.03584,0.62362,0.00390,1,1,0.00000,31,44,happy
109,0.25655,0.18771,11.08258,1.07023,0,0.59842,0.17506,11.50119,1.07023,0,-0.04092,0.03428,0.61760,0.00348,1,0.01794,0.03584,0.62362,0.00390,1,1,0.00000,31,44,happy
110,0.25655,0.18771,11.08258,1.07023,0,0.59842,0.17506,11.50119,1.07023,0,-0.04092,0.03428,0.61760,0.00348,1,0.01794,0.03584,0.62362,0.00390,1,1,0.00000,31,44,happy
111,0.25655,0.18771,11.08258,1.07023,0,0.59842,0.17506,11.50119,1.07023,0,-0.04092,0.03428,0.61760,0.00348,1,0.01794,0.03584,0.62362,0.00390,1,1,0.00000,31,44,happy
112,0.25655,0.18771,11.08258,1.07023,0,0.59842,0.17506,11.50119,1.07023,0,-0.04092,0.03428,0.61760,0.00348,1,0.01794,0.03584,0.62362,0.00390,1,1,0.00000,31,44,happy
113,0.27427,0.17457,12.37685,1.07023,1,0.61514,0.16625,13.17050,1.07023,1,-0.04092,0.03428,0.61760,0.00357,1,0.01794,0.03584,0.62362,0.00361,1,0,0.21050,32,44,happy
114,0.27454,0.17479,12.67287,1.07023,1,0.61529,0.16603,13.23673,1.07023,1,-0.04092,0.03428,0.61760,0.00360,1,0.01794,0.03584,0.62362,0.00357,1,0,0.00000,32,44,happy
115,0.27484,0.17388,12.49994,1.08002,1,0.61599,0.16666,12.80293,1.08935,1,-0.04074,0.03651,0.64685,0.00369,1,0.02107,0.03738,0.64615,0.00367,1,0,0.00000,32,44,happy
116,0.27525,0.17365,13.02039,1.09914,1,0.61620,0.16626,12.38366,1.10846,1,-0.04074,0.03651,0.64685,0.00336,1,0.02107,0.03738,0.64615,0.00357,1,0,0.00000,32,44,happy
117,0.27545,0.17402,12.88857,1.11825,1,0.61698,0.16599,12.46177,1.12758,1,-0.04074,0.03651,0.64685,0.00356,1,0.02107,0.03738,0.64615,0.00363,1,0,0.00000,32,44,happy
118,0.27596,0.17339,12.32923,1.13736,1,0.61725,0.16661,12.79342,1.14669,1,-0.04009,0.03620,0.64031,0.00376,1,0.02142,0.03756,0.64933,0.00367,1,0,0.00000,32,44,happy
119,0.27623,0.17294,12.76040,1.14669,1,0.61752,0.16626,13.15344,1.14669,1,-0.04009,0.03620,0.64031,0.00353,1,0.02142,0.03756,0.64933,0.00355,1,0,0.00000,32,44,happy
120,0.27641,0.17255,12.82917,1.14669,1,0.61715,0.16594,12.74966,1.14669,1,-0.04009,0.03620,0.64031,0.00369,1,0.02142,0.03756,0.64933,0.00363,1,0,0.00000,32,44,happy
121,0.27670,0.17245,12.99295,1.14669,1,0.61826,0.16601,12.84467,1.14669,1,-0.04009,0.03632,0.64031,0.00366,1,0.02142,0.03756,0.64933,0.00360,1,0,0.00000,32,44,happy
122,0.27689,0.17259,12.84071,1.14669,1,0.61826,0.16612,12.76211,1.14669,1,-0.04009,0.03632,0.64031,0.00363,1,0.02142,0.03756,0.64933,0.00361,1,0,0.00000,32,44,happy
123,0.27673,0.17284,13.26044,1.14669,1,0.61818,0.16595,12.71972,1.14669,1,-0.04009,0.03632,0.64031,0.00357,1,0.02142,0.03756,0.64933,0.00363,1,0,0.00000,32,44,happy
124,0.27660,0.17338,13.14711,1.14669,1,0.61836,0.16662,12.90981,1.14669,1,-0.04066,0.03677,0.65143,0.00346,1,0.02142,0.03750,0.64933,0.00351,1,0,0.00000,32,44,happy
125,0.27667,0.17398,12.94359,1.14669,1,0.61775,0.16732,13.55505,1.14669,1,-0.04066,0.03677,0.65143,0.00337,1,0.02142,0.03750,0.64933,0.00376,1,0,0.00000,32,44,happy
126,0.27671,0.17447,13.04404,1.14669,1,0.61797,0.16731,13.66136,1.14669,1,-0.04066,0.03677,0.65143,0.00343,1,0.02142,0.03750,0.64933,0.00381,1,0,0.00000,32,44,happy
127,0.27685,0.17411,12.98664,1.14669,1,0.61784,0.16719,13.65890,1.14669,1,-0.04066,0.03677,0.65143,0.00332,1,0.02142,0.03750,0.64933,0.00371,1,0,0.00000,32,44,happy
128,0.27720,0.17452,12.44673,1.14669,1,0.61800,0.16655,13.43665,1.14669,1,-0.04066,0.03677,0.65143,0.00342,1,0.02142,0.03750,0.64933,0.00352,1,0,0.00000,32,44,happy
129,0.27714,0.17464,12.50498,1.14669,1,0.61800,0.16689,13.65642,1.14669,1,-0.04066,0.03677,0.65143,0.00350,1,0.02142,0.03750,0.64933,0.00362,1,0,0.00000,32,44,happy
130,0.27708,0.17459,12.49211,1.13690,1,0.61807,0.16701,13.71738,1.12758,1,-0.17787,0.16455,2.91569,0.00352,0,0.02063,0.03595,0.62345,0.00364,1,0,0.00000,32,44,happy
131,0.27728,0.17462,12.21836,1.11779,1,0.61872,0.16667,13.80986,1.10846,1,-0.17787,0.16455,2.91569,0.00351,0,0.02063,0.03595,0.62345,0.00352,1,0,0.00000,32,44,happy
