	DATATYPE	CNT	TIME	LPCX	LPCY	LPD	LPS	LPV	RPCX
86	SMP	3128	56.94077	0.57520	0.48643	10.74241	1.22840	1	0.85987
87	SMP	3129	56.96468	0.57499	0.48640	10.38426	1.38768	1	0.85986
88	SMP	3130	57.09247	0.57499	0.48644	10.39287	1.54696	1	0.85988
89	SMP	3131	57.24321	0.57509	0.48575	10.46702	1.68340	1	0.85988
90	SMP	3132	57.30006	0.57523	0.48572	10.44459	1.71651	1	0.85979
91	MSG	2	57.3388	67					
92	SMP	3133	57.34677	0.57532	0.48531	10.67828	1.67191	1	0.86012
93	MSG	3	57.352	53					
94	SMP	3134	57.36003	0.57527	0.48495	10.61244	1.62731	1	0.86049
95	SMP	3135	57.36270	0.57534	0.48475	10.52647	1.60556	1	0.86016
96	MSG	4	57.3583	51					
97	SMP	3136	57.36633	0.57539	0.48465	10.76887	1.60556	1	0.86037
98	SMP	3137	57.38027	0.57541	0.48476	10.69365	1.60556	1	0.86037
